method,variable,importance,p_value,score,time,group_based,group_stack
CPI-DNN,6138-2.0,0.07937776980458854,3.9123003843835755e-46,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,738-2.0,0.016348501080484548,8.380559923148557e-12,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,6145-2.0,0.008790590333831784,5.795631272529679e-08,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,21022-0.0,0.0036365033841770393,2.0061792920626713e-05,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,31-0.0,0.00442742680703016,4.202154818551217e-05,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,4620-2.0,0.0046974789346362214,5.5409337093453585e-05,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,4609-2.0,0.005829235216802309,0.0002156841627521379,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25025-2.0,0.002083447373902523,0.00024463378179002883,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25203-2.0,0.0007607281881701378,0.0011516382524873652,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,3426-2.0,0.002874822981735839,0.0012845426473137465,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25898-2.0,0.0009073106791369933,0.001346264520269828,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25296-2.0,0.00020006961801265623,0.0024491393061468474,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,767-2.0,0.0020210824702570386,0.0043748357758954795,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25344-2.0,0.0005988545293676113,0.007788264700783702,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25061-2.0,0.000180922754899344,0.010480278231149403,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25445-2.0,0.00024086884222529652,0.012277138854275926,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25059-2.0,0.00015888141173683125,0.018487449255151635,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,816-2.0,0.0007957123655345926,0.01936350256479817,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25153-2.0,0.0001251425984599923,0.024341554175991306,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25397-2.0,6.228485577702965e-05,0.042483488017787854,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25910-2.0,0.0002497645982492724,0.044556890038999736,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25157-2.0,0.00040210760344062404,0.04827998891464654,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,806-2.0,0.0007681108625165771,0.05086928705238282,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25005-2.0,3.571502314745699e-05,0.05341485195381923,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25200-2.0,0.00016723562430336118,0.05344813509525054,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,709-2.0,0.00018120572339278687,0.05427886233303342,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,4526-2.0,0.00017144010339465604,0.05467868800960466,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25904-2.0,0.0002261558165703357,0.05533971038184645,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25299-2.0,0.00024146491620219364,0.06028465844725331,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25001-2.0,0.00012537833573334227,0.07229011363427552,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25056-2.0,0.00022935791659303982,0.07404426733681962,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,670-2.0,0.0003587716283467999,0.07705812792084706,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25156-2.0,0.00012667735033875362,0.08628205227084285,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,25298-2.0,3.165466488727559e-05,0.09195236154402564,0.1409912832991188,4.520233553899743,False,False
CPI-DNN,4581-2.0,0.00039414668753359283,0.09968986775090766,0.1409912832991188,4.520233553899743,False,False
