method,variable,importance,p_value,score,time,group_based,group_stack
CPI-DNN,6156-2.0,0.5440499821840077,7.258753511931488e-23,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4526-2.0,0.11594301824473094,4.667209556990601e-12,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4609-2.0,0.3235350671296265,6.75842838512053e-10,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,2040-2.0,0.0650502121718464,1.4456108099091392e-05,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4631-2.0,0.07401762491287095,0.00022750503988372016,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,21022-0.0,0.017255057515815294,0.0005961404220825514,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,31-0.0,0.019869918988378713,0.008799340536561123,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4620-2.0,0.08036375317224344,0.009882547444965879,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,6142-2.0,0.01880909548497149,0.013821471151224007,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4570-2.0,0.014120187215360342,0.017258424358955762,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25901-2.0,0.008784189167058828,0.02187913212210656,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4598-2.0,0.02252816760046084,0.023117257365675846,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25105-2.0,0.00024417880869128777,0.02380462700243226,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4581-2.0,0.006851823316595401,0.02542067163543824,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,1677-2.0,0.020360026525633738,0.02622393343914673,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,6160-2.0,0.024397222467240475,0.06591319631335266,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25916-2.0,0.002823750095905402,0.06633265511705162,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25445-2.0,0.00027896631229127537,0.08841078829055365,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,709-2.0,0.008226049734922424,0.09358367249612087,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25248-2.0,0.0004450454354251425,0.11112591997442278,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25156-2.0,0.001127398393434894,0.12479474524809964,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,6145-2.0,0.01675638595496562,0.1368248720358644,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,806-2.0,0.0030301105426546,0.146667219460277,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25444-2.0,0.001036735014539356,0.15647674228848918,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25301-2.0,7.589667255906984e-05,0.15737973696693963,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4548-2.0,0.002444644161152442,0.17564799739544318,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4559-2.0,0.008881182404282569,0.189768557784044,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25297-2.0,0.000398675590074339,0.1906563560836223,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,699-2.0,0.007997259029226718,0.2291790923081763,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25344-2.0,0.0011953496587232115,0.2520725485287321,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25001-2.0,0.0005261102675769167,0.2583210829152355,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25203-2.0,0.0009003327302681613,0.27973779197719517,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25057-2.0,0.0009459138829267168,0.28838430807885795,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25025-2.0,0.001521496169259613,0.3006171937426483,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25349-2.0,0.0010480068686129574,0.32323577262549485,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,670-2.0,0.0005259464871703643,0.3292847503353228,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25910-2.0,0.00023620547673365813,0.35402091126929597,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,816-2.0,0.00030080168975805277,0.3642300141310867,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,4537-2.0,0.00173897712460079,0.3758331859658932,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25005-2.0,0.00022307355146061587,0.39022180351958846,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,6138-2.0,0.0032857671757555527,0.4019689006479479,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25059-2.0,4.1536696250957445e-05,0.4085869322611595,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25395-2.0,0.0005798957763316343,0.42211554259645734,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25061-2.0,5.6793143801700063e-05,0.43620970300978434,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25060-2.0,7.938516674368266e-05,0.43814632704748663,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25898-2.0,0.00033643764068622345,0.4567814251938904,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25108-2.0,1.5381154372187763e-05,0.48639621468279975,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25201-2.0,-9.848920965575013e-06,0.5051197672576194,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25009-2.0,-9.168603024118659e-05,0.5290772033542975,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25907-2.0,-5.8068876984788684e-05,0.5320029661787163,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25904-2.0,-0.00020584140725038474,0.5390982593936582,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25249-2.0,-2.7630983261287564e-05,0.5403190497325752,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25157-2.0,-9.907556740183808e-05,0.56434108454914,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25298-2.0,-5.310602544798253e-05,0.565065930026148,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25394-2.0,-0.00018985516477493326,0.5718188163404598,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25202-2.0,-0.00010695387733062573,0.5744075570996972,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25345-2.0,-0.0005370430703894723,0.5857787179070968,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25250-2.0,-6.0513335323251874e-05,0.6047006225261715,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,1787-2.0,-0.0034881926999829364,0.6437211494118595,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,767-2.0,-0.004177074888049862,0.6616030668964934,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25154-2.0,-0.0009207381715784218,0.6617055345938498,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25892-2.0,-0.0005432666422895844,0.6714911999321788,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25204-2.0,-0.0002414273621912183,0.6724179108217089,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25392-2.0,-0.0004808669634454298,0.6728485749169251,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25442-2.0,-0.0005246557089448395,0.702360625805864,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25253-2.0,-4.065321328963549e-05,0.7271016116719977,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,20016-2.0,-0.002627902993014246,0.7299465098763699,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25443-2.0,-0.0004032297122481556,0.7466951080340165,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25058-2.0,-0.00028436954167581534,0.7510281586467255,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25913-2.0,-0.0010265962813432595,0.7586524393586843,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25347-2.0,-0.001253383234848132,0.7615464846854363,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25107-2.0,-0.00014295409525020888,0.7888336352542853,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25441-2.0,-0.00028462889605616626,0.805696741700108,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25299-2.0,-0.0002001012637250079,0.8136949477186541,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25153-2.0,-0.0028473484500279233,0.8214264834300742,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25104-2.0,-8.402977955316287e-05,0.8234235313590537,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,3426-2.0,-0.0006272537718127822,0.8242587813867244,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25300-2.0,-0.0006033340133490672,0.8257290548889337,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25396-2.0,-0.0005054018105940985,0.8374681933789445,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25200-2.0,-0.00032177361160959405,0.8722145666389138,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25348-2.0,-0.0018076884081045836,0.888932588403498,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25109-2.0,-6.97703306927751e-05,0.8890848745430147,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25440-2.0,-0.0006933605673180402,0.8962013820957839,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,738-2.0,-0.008473195641534752,0.9001317529517263,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25919-2.0,-0.0033348251344415742,0.9157181683499669,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25252-2.0,-0.00108100571539843,0.9181273466554326,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25152-2.0,-0.0018864111014220595,0.9197166923763644,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25296-2.0,-0.00034846783788202167,0.9253220920267619,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25397-2.0,-0.0006993602842157907,0.9421334027629579,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25346-2.0,-0.001675234230156577,0.9445772620858164,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25106-2.0,-0.00035604414123731695,0.9576863885309771,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25056-2.0,-0.000874123581576069,0.9602708889774567,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25205-2.0,-0.00043123576923113395,0.9718400572394517,0.07399882339431063,5.044163362583398,False,False
CPI-DNN,25393-2.0,-0.0033752792474143973,0.9793657678851752,0.07399882339431063,5.044163362583398,False,False
