method,importance,p_value,score,elapsed,correlation,correlation_group,n_samples,prob_data,group_based,group_stack,iteration
CPI-DNN,0.278010357427351,2.36434687381068e-05,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0148110848214281,0.625580690340347,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,0.000939854692713126,0.493116898696075,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0194342214745424,0.69414684076943,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0622667641876578,0.912220549145629,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0150516029215791,0.633681532483084,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.100851167125051,0.966912349453813,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0290372896247567,0.810603242949788,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,0.00563167126378073,0.459377568082385,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0229734496759735,0.802190304575353,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0244624618662014,0.734112476801437,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.172622777855856,0.999112267944358,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.00955904186591222,0.639135719964468,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0234902705888801,0.789761659723703,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0394773955637665,0.885378952877438,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,0.00238856734444173,0.479372588236734,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0502256182724764,0.8429609808494,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0129185236784527,0.77574170356097,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0699202194520576,0.925445663261389,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.00256440194007744,0.526669268207628,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0601205845687949,0.980347385481999,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0728351563105441,0.991235756358481,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.00459674923497989,0.549776167706311,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0239483416662264,0.751033738134448,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0249003330488094,0.781995018191751,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0312567117872282,0.823023175304316,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0569725481071256,0.987285188427379,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,0.0190148402367273,0.250591086080995,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0398240570448896,0.797739193867472,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,0.00277898459864394,0.442472328191987,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0672446092934656,0.926495780343901,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0600892255928714,0.948225330108519,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0590834496705175,0.954953143137277,0.922382978408814,1049.997,0.8,0,1000,regression,FALSE,FALSE,27
CPI-DNN,-0.0186766756870785,0.766716143895464,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,2.00846539724937,6.40609123855434e-20,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,2.13148087435473,4.31143729308052e-20,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.985649266274035,2.30081088214654e-10,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,1.96060495970786,1.88189302725485e-20,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.949532930931989,1.27965489068343e-11,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.173447753566632,0.00084509655034721,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.0356250634248564,0.181377658508766,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.000823453089099489,0.507130095216686,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.108660815572528,0.0147489568876978,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,2.26569397147829,6.26036495585074e-23,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,2.26378699715356,1.67788962972606e-24,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.0466503379441989,0.206464053629967,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.958856360518532,3.43305291726018e-09,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.0593100612706416,0.224561079731186,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,1.14419334937868,8.71372920006528e-11,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.244215129796776,0.000123387234341146,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.27133182471868,4.72455771222964e-05,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.0918032514310339,0.00233492377216877,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,1.12769702418554,2.04936642271135e-11,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.00835238572406334,0.782188243287455,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.000211771301866721,0.503272194541096,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.063003048586033,0.985409747990077,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0340827983366713,0.89341911597392,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0621460303025742,0.980837224347439,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.0187170785469798,0.231110787038841,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0317273977200628,0.886538698003682,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.00112437648462915,0.472022626250131,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0204283964799128,0.840381017157299,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.00196114273358081,0.5465214952307,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.00148221508563444,0.525333071244971,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.00731019645551616,0.372485777290893,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.00339756411400456,0.448789734193043,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.00154247153028465,0.467712446516581,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.00616358284343459,0.384577480903266,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.00637708961548553,0.684798855303329,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0149269184696671,0.753681892586668,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.00168289311590712,0.535220489997778,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0275872001886318,0.898914716091859,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0228680891188126,0.915030376548512,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.000842029855792406,0.478014283775544,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0309607951222987,0.895874687861396,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0257114258112623,0.957489515536338,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0201566654410153,0.92796872373735,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.0140498459092381,0.196975027208621,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.00326349519191057,0.423583353526471,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.00692299871256242,0.666694402176221,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.0280588490635448,0.965192185149162,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,-0.00864407997941702,0.690444428437496,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.0201164043393537,0.311702890237043,0.924323780669672,1148.21,0.8,0,1000,regression,FALSE,FALSE,28
CPI-DNN,0.488292361932637,0.000595030131850463,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0693637271906909,0.182894541104633,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,2.1842971261444,2.99722983407057e-13,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.271405567698053,0.00432588683748539,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0597865631139388,0.130612465852547,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.176518266921624,0.013141701789878,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.957085678164211,4.26175310045247e-08,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.177444479789421,0.0186386137991727,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.148076984903534,0.00772336244958686,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0268914198725766,0.23443603358687,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0755972824709082,0.158242600142448,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,1.14548179044128,3.42982042596322e-08,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.971153943770181,3.26013272465064e-07,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,2.81077466709719,7.57621024049568e-15,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,2.26631421194348,1.2146815990868e-14,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,2.30541807150553,8.44386947513326e-16,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,1.50065819328558,1.13327062129991e-11,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,2.45406894322436,1.65847437720596e-14,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,2.67113366981734,3.06265416126073e-16,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,2.34661401840064,1.09005963752395e-12,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.00423318883953323,0.432165712678244,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0322904119132053,0.274539545811924,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0245963667178779,0.8141768110136,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.00778966516217707,0.399723832331923,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0163213973598114,0.296220136624721,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.000183384113083026,0.50293147387666,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0668154343076927,0.980900316510175,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0610525379606048,0.982493236801882,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0184389443017262,0.801545898347678,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0533995503334793,0.932160749173431,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.00122712484623657,0.511849071200351,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0337070060713552,0.785568288726831,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0541923151269016,0.882445734683844,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0351571917784943,0.823709809919019,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0713900722803097,0.976169486099874,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.000772177512232715,0.512304743803313,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0210686934229376,0.694148102469073,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0225019548613999,0.327721494244766,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0537326005953505,0.793219092953122,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.00715700232204554,0.547201920093834,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.020263440602957,0.732303919905534,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0358092736559749,0.084622274484159,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0147029103094063,0.694564511618467,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0461677761291839,0.762329629309319,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.230068892347889,0.998162964425915,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.000253220505264887,0.498185269936699,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.0100025507205345,0.630417710390094,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.00666178452835888,0.577257431394988,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.00178361442288518,0.483988997009978,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,-0.139072254774631,0.999584286869047,0.917741955077521,1132.029,0.8,0,1000,regression,FALSE,FALSE,29
CPI-DNN,0.0386645892377272,0.022751619545739,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.102365901905352,0.00250630605840984,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.324750239775385,7.49821176131727e-06,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.0350224341367265,0.0170802214903124,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.244186682027151,2.41412631158679e-07,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.268582143108456,1.41881767614275e-06,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.224235517920571,4.24925124977315e-06,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.1107285003248,0.0064614818613965,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.00838538756078727,0.64384463124063,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.208449337053806,2.5299835706379e-06,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,2.29003925186664,5.10969598698499e-28,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,1.27222433755097,2.45510738852748e-22,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.200716601217939,1.59227189547953e-05,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.959357730933618,1.34700249336687e-17,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,2.00430988852983,7.30584094977549e-30,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.291277435630273,5.67250282616597e-06,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,1.06262378007661,8.96440239570785e-18,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.186091017405638,5.7972379728807e-05,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.22194843874806,7.54747836208768e-05,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.0566788984056771,0.044985889037518,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.01370742651718,0.820862063011974,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.021429088240586,0.966975725284919,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0182543940918818,0.909493400613158,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0243627241619772,0.893448915495257,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.0199610932908424,0.203824841024884,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.00162367243018528,0.459705750669417,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0147688871252984,0.873869162886025,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.000903431552608462,0.522931915895579,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.00280715286545396,0.634846106965818,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.00416855797896365,0.40506575428209,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0128681298642501,0.824499124639507,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.00354476104276885,0.597292563472008,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0103633682754098,0.795426330892556,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0119815845568472,0.864873910823436,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.0054388917996592,0.355814458611286,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.00716039656155538,0.226980989012321,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0201913936269706,0.952126035191209,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.00983445594633276,0.752418400805784,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0165892285450028,0.940290695122037,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.000995757948165455,0.555577723357555,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0119546918648578,0.849645514613166,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.0124652899445577,0.20434799611721,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.00827177639797861,0.748477530526437,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0117759234528381,0.865171765895925,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.00407809591186077,0.37802695823638,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.00431688757082576,0.578382055274877,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0136444140743954,0.922477242972754,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.014530930068586,0.950330439085343,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,-0.0318283760424909,0.90248223085307,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,0.00624240073564678,0.373924243197673,0.91944696365421,1147.322,0.8,0,1000,regression,FALSE,FALSE,30
CPI-DNN,2.53690029407652,6.88507298406754e-17,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,2.54141265684536,1.87689506321781e-14,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,1.09478290971854,5.88308490834123e-10,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.68259681213094,2.24995337712889e-06,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,2.249365906738,1.64993943528252e-13,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,1.34521205691904,1.0063038224987e-07,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,1.87563248358202,1.41866973356702e-10,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,1.09112250693784,2.37370864981546e-08,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,1.03911502746194,8.56355214660082e-08,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.0265345847405378,0.211817511450555,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.166664073397776,0.0170795819783609,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.0461621150180779,0.263472515488009,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,2.35327747605271,7.14954117361129e-14,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,1.18228324484863,8.08318259025902e-09,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.982832245698816,2.58784862270465e-06,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.00749794549885729,0.393046724342704,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0504131712723554,0.946509486235917,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,2.32774718856685,1.58368298566745e-14,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,1.46962536761875,9.24755538390485e-10,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.338289539292136,0.00292883546114025,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0223789764344678,0.677406711712858,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.0250301540334533,0.279266280745808,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.100991928276407,0.991417043872327,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0355925368076518,0.950104537944799,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.0165925530675639,0.301118598643727,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.123670434778172,0.998722466934408,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0435071199295523,0.906039262998876,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.0267510760766159,0.328139795372656,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.00603470780731584,0.587967137061344,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.00416273313805861,0.5503232766874,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0960530993646181,0.977534394313908,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.00780072130842584,0.387911673583226,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0560498876532591,0.918960455904914,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0519794673185445,0.955403953741286,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,0.0530075873788702,0.0120654222754863,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0467911133817229,0.923976712574169,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0373159902000328,0.76597491515001,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
CPI-DNN,-0.0167547030911475,0.68608767331945,0.918495230388406,1371.193,0.8,0,1000,regression,FALSE,FALSE,31
