method,importance,p_value,score,elapsed,correlation,correlation_group,n_samples,prob_data,group_based,group_stack,iteration
CPI-DNN,-0.0173454672113175,0.942275739141118,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0381356821662631,0.878611913263024,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.01927732462504,0.906636650467289,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0887053913337047,0.998272035839918,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.00965048241125614,0.808347452246392,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0297428945262859,0.945145208550082,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.00615744140104242,0.604376482179247,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.00909106228132666,0.735644644155583,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.00167774795974351,0.552510403455504,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.0300050507904476,0.0849649919551368,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.031674358231303,0.973920669983023,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0440145764118586,0.99147712733302,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0199890002613662,0.880235741810933,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0132688948769783,0.885073622743276,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.00423528400889352,0.418353171903325,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.00828249950216211,0.345551514193827,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0222472381133471,0.965297969171334,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0112765329619211,0.763771041174857,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.0023519090900431,0.448441480007153,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0485586973962112,0.9881897072661,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0157493720379999,0.91970097159842,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.00455852947754906,0.337971075639494,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.0151761929028056,0.147425942272481,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.00756520532646723,0.330764838112769,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0173865554085751,0.768322453213663,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0291248238115706,0.971568643335716,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.00117455858352637,0.540591795760703,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,-0.0224580173957481,0.94872068134049,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.014971223811629,0.177187706429963,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.00256622352595472,0.470365950223811,0.907744237732759,1010.698,0.8,0,1000,regression,FALSE,FALSE,92
CPI-DNN,0.0947083319737777,0.0256737005357964,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,2.40274765320637,8.57153481579701e-19,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.0907929903425636,0.0373586242654665,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,1.43013602944961,1.8093141834554e-13,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.285720193958895,0.000298879403750103,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.174646816067157,0.00378385110560325,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.0690529687263894,0.0173487191323822,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,1.01733683846403,2.78691189494693e-10,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.269530209790416,0.000110811953688644,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,1.40797294962202,1.11378910582402e-13,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,2.44430908398569,5.48528708524175e-21,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,2.13501075293915,1.14628423567963e-15,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.0179408844465961,0.263271893134121,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.6748633175253,2.06418272161485e-07,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.321656783280004,5.25859795315625e-05,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,1.08066721370465,5.14961576701854e-10,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.026249045624937,0.253705341091777,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.092026351072583,0.0583002119925998,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.938982930810724,1.35330945151126e-09,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,2.11143474344794,2.45529130252984e-19,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0118248439143275,0.615718459487982,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.00802886234909218,0.567810176791982,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.0348615330439094,0.0905864168581754,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.0228825754879762,0.159834864684251,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.13132231261094,0.0107290514881142,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.00423224787306473,0.577556266565778,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0140974432081129,0.817302181754921,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.042000615838699,0.987785534614786,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0429096251283979,0.984613604637057,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0225304876843654,0.821503622269134,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0831261557023007,0.9458420979601,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.013080911910791,0.212127783736022,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0175942708552614,0.880172421575259,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0580404575794628,0.994071913681471,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.0789627893203738,0.0718076811864266,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0657894805844822,0.998195005876933,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.00220654055485549,0.461133413424629,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0313548175568216,0.80686728393539,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0410429736101628,0.962126774412303,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.0113197546946471,0.253157342174149,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0311308174701794,0.876995792834052,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.00594404271666099,0.331844214705951,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0171140662108049,0.941827715305402,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0246449678366008,0.881349049484645,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.0042007208404932,0.395779999645999,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0200323800812369,0.919952730019092,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.0241816429205864,0.840416564121448,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.021457115716516,0.771120966405869,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.00927469391458463,0.33416892775837,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,-0.00606445908186342,0.659142261402184,0.918923744767962,1052.214,0.8,0,1000,regression,FALSE,FALSE,93
CPI-DNN,0.328687789521418,2.0517136792774e-05,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,2.38400966948233,1.79881458193299e-18,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.736252853730381,5.24845760968944e-06,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0974229551978991,0.0523446835863652,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,2.5325811101778,2.17832899002472e-22,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,1.05229757558374,4.57786907644227e-08,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.449615941055703,0.000148812001608042,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.384008206968264,8.0749406616113e-05,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.594002079079745,7.64287604429054e-07,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.178870260694217,0.00347861313353836,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,1.22308353955777,1.93187106901402e-12,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,2.07069952405403,3.32128798992671e-14,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.200419407519736,0.0170793429401119,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.189705171178962,0.00952323310362243,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.17158262272847,0.00270058119060113,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.331854323858168,0.000152912299938701,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,1.33503729747311,1.03983629779813e-12,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,2.58432909990225,1.50069547157502e-23,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,2.22320997335714,1.06189225180543e-17,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0594942452119864,0.128763100185471,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0261485494826845,0.129367815877654,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.00977652583162827,0.322335205001128,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0948716263619649,0.998409129790359,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0493404261167827,0.927236916379563,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.00830991135438697,0.591793967500691,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0460259052960039,0.976434645500857,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0155575040986578,0.252536058609803,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0149442384950959,0.163583614970751,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0347993295362614,0.119297602272675,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,5.07009951397617e-05,0.499437087482311,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0325185705181356,0.91722750179373,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0292214112543031,0.157482691646921,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0592037877761642,0.0258146557215217,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0158218210272104,0.673255399375409,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0100127526861315,0.318661445034072,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0516657044424054,0.942285317705368,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.00097675988393451,0.512031912782715,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.000150154368236436,0.497517778545615,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0244960666953842,0.289877611052461,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0262921202441876,0.841834410227756,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.00682283860356269,0.596729296865688,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.00550330779130557,0.656850755667866,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0244007103264236,0.816309627020373,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0446241325944461,0.963791936801508,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0153203782622984,0.220528982738241,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0168587662470099,0.679959715139513,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0135287240486997,0.341742897834912,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0238445127432693,0.748563556792642,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.0378520742360847,0.207537864053981,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,-0.0372377364548348,0.833281178373999,0.921647402062002,1159.488,0.8,0,1000,regression,FALSE,FALSE,94
CPI-DNN,0.913038294204849,9.15983652131513e-19,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,1.2499435122323,1.32862203697919e-22,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.264096763080632,6.87188352592469e-08,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,1.21237226059677,4.73517401887516e-26,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0996632636082034,0.00341671077753332,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0267052649005328,0.0720175899238797,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,2.42948465926359,2.97566783892059e-38,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0400613013958655,0.00670828087998887,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0489820075433795,0.0187756706590279,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,2.09737512088712,1.18479595395169e-36,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,2.00774610948988,3.46303283298264e-30,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0972254698623378,0.00523525736802533,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.054907642820346,0.0239958005052139,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.20736012808938,7.4140460695118e-06,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,1.14349676761342,1.81957695792629e-22,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,2.45903759423705,3.09565765261027e-42,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0444790848739126,0.0556210759448842,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.159371752423786,1.47752744621516e-07,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,1.11959629639218,2.48829624605111e-23,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0105838344580427,0.213192071429512,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0173818042835599,0.923057200212236,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.000365533715738624,0.519390027625961,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.00179842910893423,0.58185089002599,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.00567646703851468,0.314635382973311,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.00971499187763776,0.116708505364484,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0206497149755886,0.958813121868796,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.00938560755480453,0.737769252000133,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0174497506681914,0.982915234681883,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0338135562307999,0.995423751688256,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0105568823705678,0.915634142660938,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.00850618079156675,0.866546426249036,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.00933888487237013,0.862617248865725,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0143198356937448,0.928719681104999,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.00170815821780226,0.424993924009002,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0173091655146081,0.112692801005175,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0112260339922463,0.88480143849119,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.00173065790871772,0.423606824912426,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.00428296096269979,0.315789910077378,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.00991000940853055,0.139150721143613,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0215263946361538,0.947259558729792,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.00344430184568274,0.354889438577302,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.019111920518908,0.986360768592354,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0192471613368976,0.912789775767417,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.00192153583731164,0.574112124979326,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0211934429633861,0.016767470868345,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0283160186636007,0.943940473812134,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.0025657018087169,0.392756298181676,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.0181277986075727,0.985738868734809,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,0.00727347476291096,0.299770435517138,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,-0.00314632787847762,0.653673591531401,0.915726550900895,1155.96,0.8,0,1000,regression,FALSE,FALSE,95
CPI-DNN,2.10687418707474,1.22795445755165e-18,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.0265315696758921,0.170136933891623,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0288975495423275,0.765367364297531,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.0901860728843599,0.00349283530325994,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,2.32418334830181,8.08711511215555e-18,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,2.75017152521959,2.57871604703504e-20,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.142528257853887,0.987882586561861,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,1.08879916762896,4.38628954787991e-12,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.241733203995753,0.00557229024835266,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,1.17268074478958,2.53404842616697e-10,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,1.32776570646075,1.09586940244207e-11,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0229149057339566,0.701517052924651,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,1.07302990957141,1.07782860830356e-10,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.0259157640031302,0.284254643280661,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,2.35835935331002,9.83775356255074e-17,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.916599374665541,6.31473901483039e-10,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,2.09075299120607,3.72606452781541e-16,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.204970668384864,0.0182221487493498,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.701051422197474,2.12284289347848e-06,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.224140051990358,0.00704061798520232,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0539136340090249,0.970035962868923,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.0282345666322773,0.249193803289705,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0533814986403194,0.97102195660583,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0272581730845933,0.865688392173325,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0194281023461434,0.747010743044419,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.00875876122217879,0.382224660780685,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.0115827980755803,0.262705159213246,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.024245342286245,0.335758703508482,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0618364394633847,0.976486716501285,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.0562558526147513,0.0299128727891814,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.00139442302107364,0.480450718819834,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.0362540125608643,0.129814816230945,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0689852548466956,0.979519449440949,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0210779618661484,0.805872392554699,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.027257711690389,0.956888121331168,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.00159755264646055,0.468537317537261,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0377408931584576,0.926899722089905,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0663844002637476,0.999023855491258,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.0103269749678122,0.638375771108725,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,0.0160199959866479,0.34986944939061,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
CPI-DNN,-0.00401538813397862,0.573015833518516,0.909879592518652,1153.761,0.8,0,1000,regression,FALSE,FALSE,96
