Unnamed: 0,Method,correlation,n_samples,prob_data,V2
94,CPI-DNN,0.8,100,Classification,0.0
95,CPI-DNN,0.8,100,Classification,0.066666666666667
96,CPI-DNN,0.8,100,Classification,0.0
97,CPI-DNN,0.8,100,Classification,0.066666666666667
98,CPI-DNN,0.8,100,Classification,0.0
99,CPI-DNN,0.8,100,Classification,0.033333333333333
100,CPI-DNN,0.8,100,Classification,0.033333333333333
101,CPI-DNN,0.8,200,Classification,0.033333333333333
102,CPI-DNN,0.8,200,Classification,0.033333333333333
103,CPI-DNN,0.8,200,Classification,0.0
104,CPI-DNN,0.8,200,Classification,0.066666666666667
105,CPI-DNN,0.8,200,Classification,0.0
106,CPI-DNN,0.8,200,Classification,0.0
107,CPI-DNN,0.8,200,Classification,0.033333333333333
108,CPI-DNN,0.8,200,Classification,0.033333333333333
109,CPI-DNN,0.8,200,Classification,0.033333333333333
110,CPI-DNN,0.8,200,Classification,0.033333333333333
111,CPI-DNN,0.8,200,Classification,0.1
112,CPI-DNN,0.8,200,Classification,0.066666666666667
113,CPI-DNN,0.8,200,Classification,0.0
114,CPI-DNN,0.8,200,Classification,0.066666666666667
115,CPI-DNN,0.8,200,Classification,0.1
116,CPI-DNN,0.8,200,Classification,0.0
117,CPI-DNN,0.8,200,Classification,0.066666666666667
118,CPI-DNN,0.8,200,Classification,0.066666666666667
119,CPI-DNN,0.8,200,Classification,0.033333333333333
120,CPI-DNN,0.8,200,Classification,0.1
121,CPI-DNN,0.8,200,Classification,0.033333333333333
122,CPI-DNN,0.8,200,Classification,0.0
123,CPI-DNN,0.8,200,Classification,0.0
124,CPI-DNN,0.8,200,Classification,0.033333333333333
125,CPI-DNN,0.8,200,Classification,0.033333333333333
126,CPI-DNN,0.8,200,Classification,0.033333333333333
127,CPI-DNN,0.8,200,Classification,0.0
128,CPI-DNN,0.8,200,Classification,0.033333333333333
129,CPI-DNN,0.8,200,Classification,0.0
130,CPI-DNN,0.8,200,Classification,0.033333333333333
131,CPI-DNN,0.8,200,Classification,0.1
132,CPI-DNN,0.8,200,Classification,0.0
133,CPI-DNN,0.8,200,Classification,0.0
134,CPI-DNN,0.8,200,Classification,0.0
135,CPI-DNN,0.8,200,Classification,0.0
136,CPI-DNN,0.8,200,Classification,0.033333333333333
137,CPI-DNN,0.8,200,Classification,0.033333333333333
138,CPI-DNN,0.8,200,Classification,0.0
139,CPI-DNN,0.8,200,Classification,0.033333333333333
140,CPI-DNN,0.8,200,Classification,0.033333333333333
141,CPI-DNN,0.8,200,Classification,0.033333333333333
142,CPI-DNN,0.8,200,Classification,0.0
143,CPI-DNN,0.8,200,Classification,0.0
144,CPI-DNN,0.8,200,Classification,0.033333333333333
145,CPI-DNN,0.8,200,Classification,0.0
146,CPI-DNN,0.8,200,Classification,0.0
147,CPI-DNN,0.8,200,Classification,0.033333333333333
148,CPI-DNN,0.8,200,Classification,0.033333333333333
149,CPI-DNN,0.8,200,Classification,0.033333333333333
150,CPI-DNN,0.8,200,Classification,0.1
151,CPI-DNN,0.8,200,Classification,0.066666666666667
152,CPI-DNN,0.8,200,Classification,0.066666666666667
153,CPI-DNN,0.8,200,Classification,0.0
154,CPI-DNN,0.8,200,Classification,0.0
155,CPI-DNN,0.8,200,Classification,0.0
156,CPI-DNN,0.8,200,Classification,0.0
157,CPI-DNN,0.8,200,Classification,0.0
158,CPI-DNN,0.8,200,Classification,0.0
159,CPI-DNN,0.8,200,Classification,0.033333333333333
160,CPI-DNN,0.8,200,Classification,0.066666666666667
161,CPI-DNN,0.8,200,Classification,0.033333333333333
162,CPI-DNN,0.8,200,Classification,0.0
163,CPI-DNN,0.8,200,Classification,0.0
164,CPI-DNN,0.8,200,Classification,0.0
165,CPI-DNN,0.8,200,Classification,0.1
166,CPI-DNN,0.8,200,Classification,0.1
167,CPI-DNN,0.8,200,Classification,0.0
168,CPI-DNN,0.8,200,Classification,0.033333333333333
169,CPI-DNN,0.8,200,Classification,0.066666666666667
170,CPI-DNN,0.8,200,Classification,0.066666666666667
171,CPI-DNN,0.8,200,Classification,0.0
172,CPI-DNN,0.8,200,Classification,0.0
173,CPI-DNN,0.8,200,Classification,0.066666666666667
174,CPI-DNN,0.8,200,Classification,0.0
175,CPI-DNN,0.8,200,Classification,0.033333333333333
176,CPI-DNN,0.8,200,Classification,0.0
177,CPI-DNN,0.8,200,Classification,0.0
178,CPI-DNN,0.8,200,Classification,0.033333333333333
179,CPI-DNN,0.8,200,Classification,0.0
180,CPI-DNN,0.8,200,Classification,0.0
181,CPI-DNN,0.8,200,Classification,0.033333333333333
182,CPI-DNN,0.8,200,Classification,0.066666666666667
183,CPI-DNN,0.8,200,Classification,0.033333333333333
184,CPI-DNN,0.8,200,Classification,0.0
185,CPI-DNN,0.8,200,Classification,0.033333333333333
186,CPI-DNN,0.8,200,Classification,0.0
187,CPI-DNN,0.8,200,Classification,0.0
188,CPI-DNN,0.8,200,Classification,0.0
189,CPI-DNN,0.8,200,Classification,0.0
190,CPI-DNN,0.8,200,Classification,0.0
191,CPI-DNN,0.8,200,Classification,0.0
192,CPI-DNN,0.8,200,Classification,0.0
193,CPI-DNN,0.8,200,Classification,0.033333333333333
194,CPI-DNN,0.8,200,Classification,0.0
195,CPI-DNN,0.8,200,Classification,0.0
196,CPI-DNN,0.8,200,Classification,0.0
197,CPI-DNN,0.8,200,Classification,0.033333333333333
198,CPI-DNN,0.8,200,Classification,0.033333333333333
199,CPI-DNN,0.8,200,Classification,0.0
200,CPI-DNN,0.8,200,Classification,0.0
201,CPI-DNN,0.8,300,Classification,0.066666666666667
202,CPI-DNN,0.8,300,Classification,0.0
203,CPI-DNN,0.8,300,Classification,0.0
204,CPI-DNN,0.8,300,Classification,0.066666666666667
205,CPI-DNN,0.8,300,Classification,0.033333333333333
206,CPI-DNN,0.8,300,Classification,0.066666666666667
207,CPI-DNN,0.8,300,Classification,0.033333333333333
208,CPI-DNN,0.8,300,Classification,0.0
209,CPI-DNN,0.8,300,Classification,0.033333333333333
210,CPI-DNN,0.8,300,Classification,0.033333333333333
211,CPI-DNN,0.8,300,Classification,0.0
212,CPI-DNN,0.8,300,Classification,0.033333333333333
213,CPI-DNN,0.8,300,Classification,0.0
214,CPI-DNN,0.8,300,Classification,0.033333333333333
215,CPI-DNN,0.8,300,Classification,0.066666666666667
216,CPI-DNN,0.8,300,Classification,0.033333333333333
217,CPI-DNN,0.8,300,Classification,0.0
218,CPI-DNN,0.8,300,Classification,0.033333333333333
219,CPI-DNN,0.8,300,Classification,0.033333333333333
220,CPI-DNN,0.8,300,Classification,0.0
221,CPI-DNN,0.8,300,Classification,0.0
222,CPI-DNN,0.8,300,Classification,0.033333333333333
223,CPI-DNN,0.8,300,Classification,0.0
224,CPI-DNN,0.8,300,Classification,0.066666666666667
225,CPI-DNN,0.8,300,Classification,0.0
226,CPI-DNN,0.8,300,Classification,0.066666666666667
227,CPI-DNN,0.8,300,Classification,0.033333333333333
228,CPI-DNN,0.8,300,Classification,0.066666666666667
229,CPI-DNN,0.8,300,Classification,0.033333333333333
230,CPI-DNN,0.8,300,Classification,0.033333333333333
231,CPI-DNN,0.8,300,Classification,0.1
232,CPI-DNN,0.8,300,Classification,0.033333333333333
233,CPI-DNN,0.8,300,Classification,0.066666666666667
234,CPI-DNN,0.8,300,Classification,0.0
235,CPI-DNN,0.8,300,Classification,0.033333333333333
236,CPI-DNN,0.8,300,Classification,0.0
237,CPI-DNN,0.8,300,Classification,0.0
238,CPI-DNN,0.8,300,Classification,0.066666666666667
239,CPI-DNN,0.8,300,Classification,0.0
240,CPI-DNN,0.8,300,Classification,0.066666666666667
241,CPI-DNN,0.8,300,Classification,0.0
242,CPI-DNN,0.8,300,Classification,0.066666666666667
243,CPI-DNN,0.8,300,Classification,0.0
244,CPI-DNN,0.8,300,Classification,0.033333333333333
245,CPI-DNN,0.8,300,Classification,0.033333333333333
246,CPI-DNN,0.8,300,Classification,0.033333333333333
247,CPI-DNN,0.8,300,Classification,0.0
248,CPI-DNN,0.8,300,Classification,0.0
249,CPI-DNN,0.8,300,Classification,0.0
250,CPI-DNN,0.8,300,Classification,0.0
251,CPI-DNN,0.8,300,Classification,0.066666666666667
252,CPI-DNN,0.8,300,Classification,0.033333333333333
253,CPI-DNN,0.8,300,Classification,0.0
254,CPI-DNN,0.8,300,Classification,0.0
255,CPI-DNN,0.8,300,Classification,0.0
256,CPI-DNN,0.8,300,Classification,0.033333333333333
257,CPI-DNN,0.8,300,Classification,0.033333333333333
258,CPI-DNN,0.8,300,Classification,0.066666666666667
259,CPI-DNN,0.8,300,Classification,0.0
260,CPI-DNN,0.8,300,Classification,0.033333333333333
261,CPI-DNN,0.8,300,Classification,0.033333333333333
262,CPI-DNN,0.8,300,Classification,0.033333333333333
263,CPI-DNN,0.8,300,Classification,0.0
264,CPI-DNN,0.8,300,Classification,0.033333333333333
265,CPI-DNN,0.8,300,Classification,0.033333333333333
266,CPI-DNN,0.8,300,Classification,0.0
267,CPI-DNN,0.8,300,Classification,0.0
268,CPI-DNN,0.8,300,Classification,0.066666666666667
269,CPI-DNN,0.8,300,Classification,0.066666666666667
270,CPI-DNN,0.8,300,Classification,0.0
271,CPI-DNN,0.8,300,Classification,0.133333333333333
272,CPI-DNN,0.8,300,Classification,0.033333333333333
273,CPI-DNN,0.8,300,Classification,0.033333333333333
274,CPI-DNN,0.8,300,Classification,0.0
275,CPI-DNN,0.8,300,Classification,0.066666666666667
276,CPI-DNN,0.8,300,Classification,0.0
277,CPI-DNN,0.8,300,Classification,0.066666666666667
278,CPI-DNN,0.8,300,Classification,0.0
279,CPI-DNN,0.8,300,Classification,0.0
280,CPI-DNN,0.8,300,Classification,0.0
281,CPI-DNN,0.8,300,Classification,0.0
282,CPI-DNN,0.8,300,Classification,0.0
283,CPI-DNN,0.8,300,Classification,0.033333333333333
284,CPI-DNN,0.8,300,Classification,0.033333333333333
285,CPI-DNN,0.8,300,Classification,0.0
286,CPI-DNN,0.8,300,Classification,0.0
287,CPI-DNN,0.8,300,Classification,0.033333333333333
288,CPI-DNN,0.8,300,Classification,0.0
289,CPI-DNN,0.8,300,Classification,0.066666666666667
290,CPI-DNN,0.8,300,Classification,0.0
291,CPI-DNN,0.8,300,Classification,0.133333333333333
292,CPI-DNN,0.8,300,Classification,0.033333333333333
293,CPI-DNN,0.8,300,Classification,0.0
294,CPI-DNN,0.8,300,Classification,0.0
295,CPI-DNN,0.8,300,Classification,0.0
296,CPI-DNN,0.8,300,Classification,0.033333333333333
297,CPI-DNN,0.8,300,Classification,0.0
298,CPI-DNN,0.8,300,Classification,0.033333333333333
299,CPI-DNN,0.8,300,Classification,0.0
300,CPI-DNN,0.8,300,Classification,0.066666666666667
301,CPI-DNN,0.8,400,Classification,0.0
302,CPI-DNN,0.8,400,Classification,0.0
303,CPI-DNN,0.8,400,Classification,0.033333333333333
304,CPI-DNN,0.8,400,Classification,0.033333333333333
305,CPI-DNN,0.8,400,Classification,0.066666666666667
306,CPI-DNN,0.8,400,Classification,0.033333333333333
307,CPI-DNN,0.8,400,Classification,0.033333333333333
308,CPI-DNN,0.8,400,Classification,0.0
309,CPI-DNN,0.8,400,Classification,0.0
310,CPI-DNN,0.8,400,Classification,0.033333333333333
311,CPI-DNN,0.8,400,Classification,0.0
312,CPI-DNN,0.8,400,Classification,0.033333333333333
313,CPI-DNN,0.8,400,Classification,0.0
314,CPI-DNN,0.8,400,Classification,0.0
315,CPI-DNN,0.8,400,Classification,0.066666666666667
316,CPI-DNN,0.8,400,Classification,0.0
317,CPI-DNN,0.8,400,Classification,0.0
318,CPI-DNN,0.8,400,Classification,0.0
319,CPI-DNN,0.8,400,Classification,0.0
320,CPI-DNN,0.8,400,Classification,0.1
321,CPI-DNN,0.8,400,Classification,0.033333333333333
322,CPI-DNN,0.8,400,Classification,0.066666666666667
323,CPI-DNN,0.8,400,Classification,0.066666666666667
324,CPI-DNN,0.8,400,Classification,0.033333333333333
325,CPI-DNN,0.8,400,Classification,0.033333333333333
326,CPI-DNN,0.8,400,Classification,0.0
327,CPI-DNN,0.8,400,Classification,0.033333333333333
328,CPI-DNN,0.8,400,Classification,0.1
329,CPI-DNN,0.8,400,Classification,0.0
330,CPI-DNN,0.8,400,Classification,0.0
331,CPI-DNN,0.8,400,Classification,0.033333333333333
332,CPI-DNN,0.8,400,Classification,0.0
333,CPI-DNN,0.8,400,Classification,0.0
334,CPI-DNN,0.8,400,Classification,0.033333333333333
335,CPI-DNN,0.8,400,Classification,0.133333333333333
336,CPI-DNN,0.8,400,Classification,0.066666666666667
337,CPI-DNN,0.8,400,Classification,0.033333333333333
338,CPI-DNN,0.8,400,Classification,0.033333333333333
339,CPI-DNN,0.8,400,Classification,0.033333333333333
340,CPI-DNN,0.8,400,Classification,0.0
341,CPI-DNN,0.8,400,Classification,0.066666666666667
342,CPI-DNN,0.8,400,Classification,0.0
343,CPI-DNN,0.8,400,Classification,0.0
344,CPI-DNN,0.8,400,Classification,0.033333333333333
345,CPI-DNN,0.8,400,Classification,0.0
346,CPI-DNN,0.8,400,Classification,0.066666666666667
347,CPI-DNN,0.8,400,Classification,0.066666666666667
348,CPI-DNN,0.8,400,Classification,0.066666666666667
349,CPI-DNN,0.8,400,Classification,0.0
350,CPI-DNN,0.8,400,Classification,0.0
351,CPI-DNN,0.8,400,Classification,0.0
352,CPI-DNN,0.8,400,Classification,0.0
353,CPI-DNN,0.8,400,Classification,0.1
354,CPI-DNN,0.8,400,Classification,0.0
355,CPI-DNN,0.8,400,Classification,0.0
356,CPI-DNN,0.8,400,Classification,0.066666666666667
357,CPI-DNN,0.8,400,Classification,0.033333333333333
358,CPI-DNN,0.8,400,Classification,0.033333333333333
359,CPI-DNN,0.8,400,Classification,0.033333333333333
360,CPI-DNN,0.8,400,Classification,0.066666666666667
361,CPI-DNN,0.8,400,Classification,0.1
362,CPI-DNN,0.8,400,Classification,0.033333333333333
363,CPI-DNN,0.8,400,Classification,0.0
364,CPI-DNN,0.8,400,Classification,0.0
365,CPI-DNN,0.8,400,Classification,0.033333333333333
366,CPI-DNN,0.8,400,Classification,0.0
367,CPI-DNN,0.8,400,Classification,0.1
368,CPI-DNN,0.8,400,Classification,0.1
369,CPI-DNN,0.8,400,Classification,0.0
370,CPI-DNN,0.8,400,Classification,0.0
371,CPI-DNN,0.8,400,Classification,0.0
372,CPI-DNN,0.8,400,Classification,0.033333333333333
373,CPI-DNN,0.8,400,Classification,0.033333333333333
374,CPI-DNN,0.8,400,Classification,0.033333333333333
375,CPI-DNN,0.8,400,Classification,0.033333333333333
376,CPI-DNN,0.8,400,Classification,0.033333333333333
377,CPI-DNN,0.8,400,Classification,0.0
378,CPI-DNN,0.8,400,Classification,0.066666666666667
379,CPI-DNN,0.8,400,Classification,0.0
380,CPI-DNN,0.8,400,Classification,0.033333333333333
381,CPI-DNN,0.8,400,Classification,0.0
382,CPI-DNN,0.8,400,Classification,0.0
383,CPI-DNN,0.8,400,Classification,0.0
384,CPI-DNN,0.8,400,Classification,0.066666666666667
385,CPI-DNN,0.8,400,Classification,0.033333333333333
386,CPI-DNN,0.8,400,Classification,0.033333333333333
387,CPI-DNN,0.8,400,Classification,0.033333333333333
388,CPI-DNN,0.8,400,Classification,0.0
389,CPI-DNN,0.8,400,Classification,0.033333333333333
390,CPI-DNN,0.8,400,Classification,0.033333333333333
391,CPI-DNN,0.8,400,Classification,0.033333333333333
392,CPI-DNN,0.8,400,Classification,0.0
393,CPI-DNN,0.8,400,Classification,0.033333333333333
394,CPI-DNN,0.8,400,Classification,0.033333333333333
395,CPI-DNN,0.8,400,Classification,0.066666666666667
396,CPI-DNN,0.8,400,Classification,0.033333333333333
397,CPI-DNN,0.8,400,Classification,0.033333333333333
398,CPI-DNN,0.8,400,Classification,0.033333333333333
399,CPI-DNN,0.8,400,Classification,0.0
400,CPI-DNN,0.8,400,Classification,0.0
401,CPI-DNN,0.8,500,Classification,0.033333333333333
402,CPI-DNN,0.8,500,Classification,0.066666666666667
403,CPI-DNN,0.8,500,Classification,0.0
404,CPI-DNN,0.8,500,Classification,0.066666666666667
405,CPI-DNN,0.8,500,Classification,0.0
406,CPI-DNN,0.8,500,Classification,0.033333333333333
407,CPI-DNN,0.8,500,Classification,0.033333333333333
408,CPI-DNN,0.8,500,Classification,0.066666666666667
409,CPI-DNN,0.8,500,Classification,0.0
410,CPI-DNN,0.8,500,Classification,0.0
411,CPI-DNN,0.8,500,Classification,0.033333333333333
412,CPI-DNN,0.8,500,Classification,0.0
413,CPI-DNN,0.8,500,Classification,0.033333333333333
414,CPI-DNN,0.8,500,Classification,0.066666666666667
415,CPI-DNN,0.8,500,Classification,0.0
416,CPI-DNN,0.8,500,Classification,0.0
417,CPI-DNN,0.8,500,Classification,0.0
418,CPI-DNN,0.8,500,Classification,0.0
419,CPI-DNN,0.8,500,Classification,0.066666666666667
420,CPI-DNN,0.8,500,Classification,0.033333333333333
421,CPI-DNN,0.8,500,Classification,0.033333333333333
422,CPI-DNN,0.8,500,Classification,0.1
423,CPI-DNN,0.8,500,Classification,0.0
424,CPI-DNN,0.8,500,Classification,0.0
425,CPI-DNN,0.8,500,Classification,0.0
426,CPI-DNN,0.8,500,Classification,0.0
427,CPI-DNN,0.8,500,Classification,0.1
428,CPI-DNN,0.8,500,Classification,0.033333333333333
429,CPI-DNN,0.8,500,Classification,0.033333333333333
430,CPI-DNN,0.8,500,Classification,0.033333333333333
431,CPI-DNN,0.8,500,Classification,0.0
432,CPI-DNN,0.8,500,Classification,0.0
433,CPI-DNN,0.8,500,Classification,0.0
434,CPI-DNN,0.8,500,Classification,0.033333333333333
435,CPI-DNN,0.8,500,Classification,0.033333333333333
436,CPI-DNN,0.8,500,Classification,0.0
437,CPI-DNN,0.8,500,Classification,0.066666666666667
438,CPI-DNN,0.8,500,Classification,0.033333333333333
439,CPI-DNN,0.8,500,Classification,0.033333333333333
440,CPI-DNN,0.8,500,Classification,0.033333333333333
441,CPI-DNN,0.8,500,Classification,0.066666666666667
442,CPI-DNN,0.8,500,Classification,0.0
443,CPI-DNN,0.8,500,Classification,0.033333333333333
444,CPI-DNN,0.8,500,Classification,0.033333333333333
445,CPI-DNN,0.8,500,Classification,0.0
446,CPI-DNN,0.8,500,Classification,0.0
447,CPI-DNN,0.8,500,Classification,0.066666666666667
448,CPI-DNN,0.8,500,Classification,0.066666666666667
449,CPI-DNN,0.8,500,Classification,0.033333333333333
450,CPI-DNN,0.8,500,Classification,0.033333333333333
451,CPI-DNN,0.8,500,Classification,0.033333333333333
452,CPI-DNN,0.8,500,Classification,0.0
453,CPI-DNN,0.8,500,Classification,0.066666666666667
454,CPI-DNN,0.8,500,Classification,0.0
455,CPI-DNN,0.8,500,Classification,0.0
456,CPI-DNN,0.8,500,Classification,0.0
457,CPI-DNN,0.8,500,Classification,0.033333333333333
458,CPI-DNN,0.8,500,Classification,0.0
459,CPI-DNN,0.8,500,Classification,0.0
460,CPI-DNN,0.8,500,Classification,0.033333333333333
461,CPI-DNN,0.8,500,Classification,0.0
462,CPI-DNN,0.8,500,Classification,0.0
463,CPI-DNN,0.8,500,Classification,0.0
464,CPI-DNN,0.8,500,Classification,0.0
465,CPI-DNN,0.8,500,Classification,0.033333333333333
466,CPI-DNN,0.8,500,Classification,0.033333333333333
467,CPI-DNN,0.8,500,Classification,0.066666666666667
468,CPI-DNN,0.8,500,Classification,0.0
469,CPI-DNN,0.8,500,Classification,0.0
470,CPI-DNN,0.8,500,Classification,0.0
471,CPI-DNN,0.8,500,Classification,0.0
472,CPI-DNN,0.8,500,Classification,0.0
473,CPI-DNN,0.8,500,Classification,0.066666666666667
474,CPI-DNN,0.8,500,Classification,0.0
475,CPI-DNN,0.8,500,Classification,0.0
476,CPI-DNN,0.8,500,Classification,0.033333333333333
477,CPI-DNN,0.8,500,Classification,0.033333333333333
478,CPI-DNN,0.8,500,Classification,0.033333333333333
479,CPI-DNN,0.8,500,Classification,0.0
480,CPI-DNN,0.8,500,Classification,0.0
481,CPI-DNN,0.8,500,Classification,0.0
482,CPI-DNN,0.8,500,Classification,0.0
483,CPI-DNN,0.8,500,Classification,0.033333333333333
484,CPI-DNN,0.8,500,Classification,0.1
485,CPI-DNN,0.8,500,Classification,0.0
486,CPI-DNN,0.8,500,Classification,0.0
487,CPI-DNN,0.8,500,Classification,0.0
488,CPI-DNN,0.8,500,Classification,0.033333333333333
489,CPI-DNN,0.8,500,Classification,0.0
490,CPI-DNN,0.8,500,Classification,0.033333333333333
491,CPI-DNN,0.8,500,Classification,0.033333333333333
492,CPI-DNN,0.8,500,Classification,0.066666666666667
493,CPI-DNN,0.8,500,Classification,0.033333333333333
494,CPI-DNN,0.8,500,Classification,0.033333333333333
495,CPI-DNN,0.8,500,Classification,0.0
496,CPI-DNN,0.8,500,Classification,0.033333333333333
497,CPI-DNN,0.8,500,Classification,0.0
498,CPI-DNN,0.8,500,Classification,0.033333333333333
499,CPI-DNN,0.8,500,Classification,0.0
500,CPI-DNN,0.8,500,Classification,0.0
501,CPI-DNN,0.8,600,Classification,0.0
502,CPI-DNN,0.8,600,Classification,0.0
503,CPI-DNN,0.8,600,Classification,0.0
504,CPI-DNN,0.8,600,Classification,0.0
505,CPI-DNN,0.8,600,Classification,0.0
506,CPI-DNN,0.8,600,Classification,0.066666666666667
507,CPI-DNN,0.8,600,Classification,0.0
508,CPI-DNN,0.8,600,Classification,0.066666666666667
509,CPI-DNN,0.8,600,Classification,0.033333333333333
510,CPI-DNN,0.8,600,Classification,0.033333333333333
511,CPI-DNN,0.8,600,Classification,0.033333333333333
512,CPI-DNN,0.8,600,Classification,0.0
513,CPI-DNN,0.8,600,Classification,0.0
514,CPI-DNN,0.8,600,Classification,0.033333333333333
515,CPI-DNN,0.8,600,Classification,0.0
516,CPI-DNN,0.8,600,Classification,0.133333333333333
517,CPI-DNN,0.8,600,Classification,0.0
518,CPI-DNN,0.8,600,Classification,0.033333333333333
519,CPI-DNN,0.8,600,Classification,0.0
520,CPI-DNN,0.8,600,Classification,0.0
521,CPI-DNN,0.8,600,Classification,0.0
522,CPI-DNN,0.8,600,Classification,0.033333333333333
523,CPI-DNN,0.8,600,Classification,0.0
524,CPI-DNN,0.8,600,Classification,0.0
525,CPI-DNN,0.8,600,Classification,0.033333333333333
526,CPI-DNN,0.8,600,Classification,0.0
527,CPI-DNN,0.8,600,Classification,0.0
528,CPI-DNN,0.8,600,Classification,0.0
529,CPI-DNN,0.8,600,Classification,0.033333333333333
530,CPI-DNN,0.8,600,Classification,0.0
531,CPI-DNN,0.8,600,Classification,0.033333333333333
532,CPI-DNN,0.8,600,Classification,0.0
533,CPI-DNN,0.8,600,Classification,0.033333333333333
534,CPI-DNN,0.8,600,Classification,0.0
535,CPI-DNN,0.8,600,Classification,0.033333333333333
