Unnamed: 0,Method,correlation,n_samples,prob_data,V2
1291,CPI-DNN,0.8,300,Plain linear,0.033333333333333
1292,CPI-DNN,0.8,300,Plain linear,0.0
1293,CPI-DNN,0.8,300,Plain linear,0.0
1294,CPI-DNN,0.8,300,Plain linear,0.066666666666667
1295,CPI-DNN,0.8,300,Plain linear,0.066666666666667
1296,CPI-DNN,0.8,300,Plain linear,0.0
1297,CPI-DNN,0.8,300,Plain linear,0.0
1298,CPI-DNN,0.8,300,Plain linear,0.0
1299,CPI-DNN,0.8,300,Plain linear,0.066666666666667
1300,CPI-DNN,0.8,300,Plain linear,0.0
1301,CPI-DNN,0.8,400,Plain linear,0.0
1302,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1303,CPI-DNN,0.8,400,Plain linear,0.1
1304,CPI-DNN,0.8,400,Plain linear,0.0
1305,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1306,CPI-DNN,0.8,400,Plain linear,0.0
1307,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1308,CPI-DNN,0.8,400,Plain linear,0.0
1309,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1310,CPI-DNN,0.8,400,Plain linear,0.0
1311,CPI-DNN,0.8,400,Plain linear,0.0
1312,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1313,CPI-DNN,0.8,400,Plain linear,0.0
1314,CPI-DNN,0.8,400,Plain linear,0.0
1315,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1316,CPI-DNN,0.8,400,Plain linear,0.0
1317,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1318,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1319,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1320,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1321,CPI-DNN,0.8,400,Plain linear,0.0
1322,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1323,CPI-DNN,0.8,400,Plain linear,0.0
1324,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1325,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1326,CPI-DNN,0.8,400,Plain linear,0.0
1327,CPI-DNN,0.8,400,Plain linear,0.0
1328,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1329,CPI-DNN,0.8,400,Plain linear,0.0
1330,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1331,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1332,CPI-DNN,0.8,400,Plain linear,0.0
1333,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1334,CPI-DNN,0.8,400,Plain linear,0.0
1335,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1336,CPI-DNN,0.8,400,Plain linear,0.0
1337,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1338,CPI-DNN,0.8,400,Plain linear,0.0
1339,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1340,CPI-DNN,0.8,400,Plain linear,0.0
1341,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1342,CPI-DNN,0.8,400,Plain linear,0.0
1343,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1344,CPI-DNN,0.8,400,Plain linear,0.0
1345,CPI-DNN,0.8,400,Plain linear,0.0
1346,CPI-DNN,0.8,400,Plain linear,0.0
1347,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1348,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1349,CPI-DNN,0.8,400,Plain linear,0.0
1350,CPI-DNN,0.8,400,Plain linear,0.0
1351,CPI-DNN,0.8,400,Plain linear,0.0
1352,CPI-DNN,0.8,400,Plain linear,0.0
1353,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1354,CPI-DNN,0.8,400,Plain linear,0.0
1355,CPI-DNN,0.8,400,Plain linear,0.0
1356,CPI-DNN,0.8,400,Plain linear,0.0
1357,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1358,CPI-DNN,0.8,400,Plain linear,0.0
1359,CPI-DNN,0.8,400,Plain linear,0.0
1360,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1361,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1362,CPI-DNN,0.8,400,Plain linear,0.0
1363,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1364,CPI-DNN,0.8,400,Plain linear,0.0
1365,CPI-DNN,0.8,400,Plain linear,0.0
1366,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1367,CPI-DNN,0.8,400,Plain linear,0.0
1368,CPI-DNN,0.8,400,Plain linear,0.0
1369,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1370,CPI-DNN,0.8,400,Plain linear,0.0
1371,CPI-DNN,0.8,400,Plain linear,0.0
1372,CPI-DNN,0.8,400,Plain linear,0.1
1373,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1374,CPI-DNN,0.8,400,Plain linear,0.0
1375,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1376,CPI-DNN,0.8,400,Plain linear,0.0
1377,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1378,CPI-DNN,0.8,400,Plain linear,0.0
1379,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1380,CPI-DNN,0.8,400,Plain linear,0.0
1381,CPI-DNN,0.8,400,Plain linear,0.0
1382,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1383,CPI-DNN,0.8,400,Plain linear,0.1
1384,CPI-DNN,0.8,400,Plain linear,0.0
1385,CPI-DNN,0.8,400,Plain linear,0.0
1386,CPI-DNN,0.8,400,Plain linear,0.0
1387,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1388,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1389,CPI-DNN,0.8,400,Plain linear,0.0
1390,CPI-DNN,0.8,400,Plain linear,0.0
1391,CPI-DNN,0.8,400,Plain linear,0.0
1392,CPI-DNN,0.8,400,Plain linear,0.066666666666667
1393,CPI-DNN,0.8,400,Plain linear,0.033333333333333
1394,CPI-DNN,0.8,400,Plain linear,0.0
1395,CPI-DNN,0.8,400,Plain linear,0.0
1396,CPI-DNN,0.8,400,Plain linear,0.0
1397,CPI-DNN,0.8,400,Plain linear,0.0
1398,CPI-DNN,0.8,400,Plain linear,0.0
1399,CPI-DNN,0.8,400,Plain linear,0.0
1400,CPI-DNN,0.8,400,Plain linear,0.0
1401,CPI-DNN,0.8,500,Plain linear,0.0
1402,CPI-DNN,0.8,500,Plain linear,0.0
1403,CPI-DNN,0.8,500,Plain linear,0.0
1404,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1405,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1406,CPI-DNN,0.8,500,Plain linear,0.0
1407,CPI-DNN,0.8,500,Plain linear,0.0
1408,CPI-DNN,0.8,500,Plain linear,0.0
1409,CPI-DNN,0.8,500,Plain linear,0.0
1410,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1411,CPI-DNN,0.8,500,Plain linear,0.0
1412,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1413,CPI-DNN,0.8,500,Plain linear,0.0
1414,CPI-DNN,0.8,500,Plain linear,0.0
1415,CPI-DNN,0.8,500,Plain linear,0.0
1416,CPI-DNN,0.8,500,Plain linear,0.0
1417,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1418,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1419,CPI-DNN,0.8,500,Plain linear,0.0
1420,CPI-DNN,0.8,500,Plain linear,0.0
1421,CPI-DNN,0.8,500,Plain linear,0.0
1422,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1423,CPI-DNN,0.8,500,Plain linear,0.0
1424,CPI-DNN,0.8,500,Plain linear,0.0
1425,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1426,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1427,CPI-DNN,0.8,500,Plain linear,0.0
1428,CPI-DNN,0.8,500,Plain linear,0.0
1429,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1430,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1431,CPI-DNN,0.8,500,Plain linear,0.0
1432,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1433,CPI-DNN,0.8,500,Plain linear,0.0
1434,CPI-DNN,0.8,500,Plain linear,0.0
1435,CPI-DNN,0.8,500,Plain linear,0.0
1436,CPI-DNN,0.8,500,Plain linear,0.0
1437,CPI-DNN,0.8,500,Plain linear,0.133333333333333
1438,CPI-DNN,0.8,500,Plain linear,0.0
1439,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1440,CPI-DNN,0.8,500,Plain linear,0.0
1441,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1442,CPI-DNN,0.8,500,Plain linear,0.0
1443,CPI-DNN,0.8,500,Plain linear,0.0
1444,CPI-DNN,0.8,500,Plain linear,0.0
1445,CPI-DNN,0.8,500,Plain linear,0.0
1446,CPI-DNN,0.8,500,Plain linear,0.0
1447,CPI-DNN,0.8,500,Plain linear,0.0
1448,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1449,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1450,CPI-DNN,0.8,500,Plain linear,0.0
1451,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1452,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1453,CPI-DNN,0.8,500,Plain linear,0.0
1454,CPI-DNN,0.8,500,Plain linear,0.0
1455,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1456,CPI-DNN,0.8,500,Plain linear,0.0
1457,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1458,CPI-DNN,0.8,500,Plain linear,0.0
1459,CPI-DNN,0.8,500,Plain linear,0.1
1460,CPI-DNN,0.8,500,Plain linear,0.0
1461,CPI-DNN,0.8,500,Plain linear,0.0
1462,CPI-DNN,0.8,500,Plain linear,0.0
1463,CPI-DNN,0.8,500,Plain linear,0.0
1464,CPI-DNN,0.8,500,Plain linear,0.0
1465,CPI-DNN,0.8,500,Plain linear,0.0
1466,CPI-DNN,0.8,500,Plain linear,0.0
1467,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1468,CPI-DNN,0.8,500,Plain linear,0.0
1469,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1470,CPI-DNN,0.8,500,Plain linear,0.0
1471,CPI-DNN,0.8,500,Plain linear,0.0
1472,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1473,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1474,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1475,CPI-DNN,0.8,500,Plain linear,0.0
1476,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1477,CPI-DNN,0.8,500,Plain linear,0.0
1478,CPI-DNN,0.8,500,Plain linear,0.0
1479,CPI-DNN,0.8,500,Plain linear,0.0
1480,CPI-DNN,0.8,500,Plain linear,0.0
1481,CPI-DNN,0.8,500,Plain linear,0.0
1482,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1483,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1484,CPI-DNN,0.8,500,Plain linear,0.0
1485,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1486,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1487,CPI-DNN,0.8,500,Plain linear,0.1
1488,CPI-DNN,0.8,500,Plain linear,0.0
1489,CPI-DNN,0.8,500,Plain linear,0.0
1490,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1491,CPI-DNN,0.8,500,Plain linear,0.066666666666667
1492,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1493,CPI-DNN,0.8,500,Plain linear,0.0
1494,CPI-DNN,0.8,500,Plain linear,0.0
1495,CPI-DNN,0.8,500,Plain linear,0.0
1496,CPI-DNN,0.8,500,Plain linear,0.0
1497,CPI-DNN,0.8,500,Plain linear,0.0
1498,CPI-DNN,0.8,500,Plain linear,0.033333333333333
1499,CPI-DNN,0.8,500,Plain linear,0.0
1500,CPI-DNN,0.8,500,Plain linear,0.0
1501,CPI-DNN,0.8,600,Plain linear,0.0
1502,CPI-DNN,0.8,600,Plain linear,0.0
1503,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1504,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1505,CPI-DNN,0.8,600,Plain linear,0.0
1506,CPI-DNN,0.8,600,Plain linear,0.0
1507,CPI-DNN,0.8,600,Plain linear,0.0
1508,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1509,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1510,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1511,CPI-DNN,0.8,600,Plain linear,0.0
1512,CPI-DNN,0.8,600,Plain linear,0.0
1513,CPI-DNN,0.8,600,Plain linear,0.1
1514,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1515,CPI-DNN,0.8,600,Plain linear,0.0
1516,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1517,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1518,CPI-DNN,0.8,600,Plain linear,0.0
1519,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1520,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1521,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1522,CPI-DNN,0.8,600,Plain linear,0.1
1523,CPI-DNN,0.8,600,Plain linear,0.0
1524,CPI-DNN,0.8,600,Plain linear,0.0
1525,CPI-DNN,0.8,600,Plain linear,0.0
1526,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1527,CPI-DNN,0.8,600,Plain linear,0.0
1528,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1529,CPI-DNN,0.8,600,Plain linear,0.0
1530,CPI-DNN,0.8,600,Plain linear,0.0
1531,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1532,CPI-DNN,0.8,600,Plain linear,0.0
1533,CPI-DNN,0.8,600,Plain linear,0.0
1534,CPI-DNN,0.8,600,Plain linear,0.1
1535,CPI-DNN,0.8,600,Plain linear,0.0
1536,CPI-DNN,0.8,600,Plain linear,0.0
1537,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1538,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1539,CPI-DNN,0.8,600,Plain linear,0.133333333333333
1540,CPI-DNN,0.8,600,Plain linear,0.0
1541,CPI-DNN,0.8,600,Plain linear,0.0
1542,CPI-DNN,0.8,600,Plain linear,0.0
1543,CPI-DNN,0.8,600,Plain linear,0.0
1544,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1545,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1546,CPI-DNN,0.8,600,Plain linear,0.0
1547,CPI-DNN,0.8,600,Plain linear,0.0
1548,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1549,CPI-DNN,0.8,600,Plain linear,0.0
1550,CPI-DNN,0.8,600,Plain linear,0.0
1551,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1552,CPI-DNN,0.8,600,Plain linear,0.133333333333333
1553,CPI-DNN,0.8,600,Plain linear,0.0
1554,CPI-DNN,0.8,600,Plain linear,0.0
1555,CPI-DNN,0.8,600,Plain linear,0.1
1556,CPI-DNN,0.8,600,Plain linear,0.0
1557,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1558,CPI-DNN,0.8,600,Plain linear,0.0
1559,CPI-DNN,0.8,600,Plain linear,0.0
1560,CPI-DNN,0.8,600,Plain linear,0.0
1561,CPI-DNN,0.8,600,Plain linear,0.0
1562,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1563,CPI-DNN,0.8,600,Plain linear,0.0
1564,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1565,CPI-DNN,0.8,600,Plain linear,0.0
1566,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1567,CPI-DNN,0.8,600,Plain linear,0.0
1568,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1569,CPI-DNN,0.8,600,Plain linear,0.0
1570,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1571,CPI-DNN,0.8,600,Plain linear,0.0
1572,CPI-DNN,0.8,600,Plain linear,0.0
1573,CPI-DNN,0.8,600,Plain linear,0.0
1574,CPI-DNN,0.8,600,Plain linear,0.133333333333333
1575,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1576,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1577,CPI-DNN,0.8,600,Plain linear,0.0
1578,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1579,CPI-DNN,0.8,600,Plain linear,0.0
1580,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1581,CPI-DNN,0.8,600,Plain linear,0.0
1582,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1583,CPI-DNN,0.8,600,Plain linear,0.1
1584,CPI-DNN,0.8,600,Plain linear,0.0
1585,CPI-DNN,0.8,600,Plain linear,0.0
1586,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1587,CPI-DNN,0.8,600,Plain linear,0.0
1588,CPI-DNN,0.8,600,Plain linear,0.0
1589,CPI-DNN,0.8,600,Plain linear,0.066666666666667
1590,CPI-DNN,0.8,600,Plain linear,0.0
1591,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1592,CPI-DNN,0.8,600,Plain linear,0.0
1593,CPI-DNN,0.8,600,Plain linear,0.0
1594,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1595,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1596,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1597,CPI-DNN,0.8,600,Plain linear,0.0
1598,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1599,CPI-DNN,0.8,600,Plain linear,0.033333333333333
1600,CPI-DNN,0.8,600,Plain linear,0.1
1601,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1602,CPI-DNN,0.8,700,Plain linear,0.0
1603,CPI-DNN,0.8,700,Plain linear,0.0
1604,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1605,CPI-DNN,0.8,700,Plain linear,0.0
1606,CPI-DNN,0.8,700,Plain linear,0.0
1607,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1608,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1609,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1610,CPI-DNN,0.8,700,Plain linear,0.0
1611,CPI-DNN,0.8,700,Plain linear,0.0
1612,CPI-DNN,0.8,700,Plain linear,0.0
1613,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1614,CPI-DNN,0.8,700,Plain linear,0.0
1615,CPI-DNN,0.8,700,Plain linear,0.0
1616,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1617,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1618,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1619,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1620,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1621,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1622,CPI-DNN,0.8,700,Plain linear,0.0
1623,CPI-DNN,0.8,700,Plain linear,0.0
1624,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1625,CPI-DNN,0.8,700,Plain linear,0.1
1626,CPI-DNN,0.8,700,Plain linear,0.0
1627,CPI-DNN,0.8,700,Plain linear,0.0
1628,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1629,CPI-DNN,0.8,700,Plain linear,0.0
1630,CPI-DNN,0.8,700,Plain linear,0.133333333333333
1631,CPI-DNN,0.8,700,Plain linear,0.0
1632,CPI-DNN,0.8,700,Plain linear,0.0
1633,CPI-DNN,0.8,700,Plain linear,0.0
1634,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1635,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1636,CPI-DNN,0.8,700,Plain linear,0.0
1637,CPI-DNN,0.8,700,Plain linear,0.0
1638,CPI-DNN,0.8,700,Plain linear,0.0
1639,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1640,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1641,CPI-DNN,0.8,700,Plain linear,0.0
1642,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1643,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1644,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1645,CPI-DNN,0.8,700,Plain linear,0.0
1646,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1647,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1648,CPI-DNN,0.8,700,Plain linear,0.0
1649,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1650,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1651,CPI-DNN,0.8,700,Plain linear,0.0
1652,CPI-DNN,0.8,700,Plain linear,0.0
1653,CPI-DNN,0.8,700,Plain linear,0.0
1654,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1655,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1656,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1657,CPI-DNN,0.8,700,Plain linear,0.0
1658,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1659,CPI-DNN,0.8,700,Plain linear,0.0
1660,CPI-DNN,0.8,700,Plain linear,0.0
1661,CPI-DNN,0.8,700,Plain linear,0.1
1662,CPI-DNN,0.8,700,Plain linear,0.0
1663,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1664,CPI-DNN,0.8,700,Plain linear,0.0
1665,CPI-DNN,0.8,700,Plain linear,0.0
1666,CPI-DNN,0.8,700,Plain linear,0.0
1667,CPI-DNN,0.8,700,Plain linear,0.0
1668,CPI-DNN,0.8,700,Plain linear,0.0
1669,CPI-DNN,0.8,700,Plain linear,0.0
1670,CPI-DNN,0.8,700,Plain linear,0.0
1671,CPI-DNN,0.8,700,Plain linear,0.0
1672,CPI-DNN,0.8,700,Plain linear,0.0
1673,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1674,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1675,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1676,CPI-DNN,0.8,700,Plain linear,0.0
1677,CPI-DNN,0.8,700,Plain linear,0.0
1678,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1679,CPI-DNN,0.8,700,Plain linear,0.0
1680,CPI-DNN,0.8,700,Plain linear,0.0
1681,CPI-DNN,0.8,700,Plain linear,0.0
1682,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1683,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1684,CPI-DNN,0.8,700,Plain linear,0.0
1685,CPI-DNN,0.8,700,Plain linear,0.0
1686,CPI-DNN,0.8,700,Plain linear,0.0
1687,CPI-DNN,0.8,700,Plain linear,0.0
1688,CPI-DNN,0.8,700,Plain linear,0.0
1689,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1690,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1691,CPI-DNN,0.8,700,Plain linear,0.0
1692,CPI-DNN,0.8,700,Plain linear,0.0
1693,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1694,CPI-DNN,0.8,700,Plain linear,0.0
1695,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1696,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1697,CPI-DNN,0.8,700,Plain linear,0.0
1698,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1699,CPI-DNN,0.8,700,Plain linear,0.066666666666667
1700,CPI-DNN,0.8,700,Plain linear,0.033333333333333
1701,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1702,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1703,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1704,CPI-DNN,0.8,800,Plain linear,0.0
1705,CPI-DNN,0.8,800,Plain linear,0.0
1706,CPI-DNN,0.8,800,Plain linear,0.0
1707,CPI-DNN,0.8,800,Plain linear,0.0
1708,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1709,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1710,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1711,CPI-DNN,0.8,800,Plain linear,0.0
1712,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1713,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1714,CPI-DNN,0.8,800,Plain linear,0.0
1715,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1716,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1717,CPI-DNN,0.8,800,Plain linear,0.133333333333333
1718,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1719,CPI-DNN,0.8,800,Plain linear,0.0
1720,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1721,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1722,CPI-DNN,0.8,800,Plain linear,0.0
1723,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1724,CPI-DNN,0.8,800,Plain linear,0.0
1725,CPI-DNN,0.8,800,Plain linear,0.0
1726,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1727,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1728,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1729,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1730,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1731,CPI-DNN,0.8,800,Plain linear,0.0
1732,CPI-DNN,0.8,800,Plain linear,0.1
1733,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1734,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1735,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1736,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1737,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1738,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1739,CPI-DNN,0.8,800,Plain linear,0.0
1740,CPI-DNN,0.8,800,Plain linear,0.0
1741,CPI-DNN,0.8,800,Plain linear,0.0
1742,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1743,CPI-DNN,0.8,800,Plain linear,0.0
1744,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1745,CPI-DNN,0.8,800,Plain linear,0.0
1746,CPI-DNN,0.8,800,Plain linear,0.0
1747,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1748,CPI-DNN,0.8,800,Plain linear,0.0
1749,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1750,CPI-DNN,0.8,800,Plain linear,0.0
1751,CPI-DNN,0.8,800,Plain linear,0.0
1752,CPI-DNN,0.8,800,Plain linear,0.0
1753,CPI-DNN,0.8,800,Plain linear,0.0
1754,CPI-DNN,0.8,800,Plain linear,0.066666666666667
1755,CPI-DNN,0.8,800,Plain linear,0.0
1756,CPI-DNN,0.8,800,Plain linear,0.0
1757,CPI-DNN,0.8,800,Plain linear,0.0
1758,CPI-DNN,0.8,800,Plain linear,0.0
1759,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1760,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1761,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1762,CPI-DNN,0.8,800,Plain linear,0.0
1763,CPI-DNN,0.8,800,Plain linear,0.0
1764,CPI-DNN,0.8,800,Plain linear,0.0
1765,CPI-DNN,0.8,800,Plain linear,0.0
1766,CPI-DNN,0.8,800,Plain linear,0.0
1767,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1768,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1769,CPI-DNN,0.8,800,Plain linear,0.0
1770,CPI-DNN,0.8,800,Plain linear,0.0
1771,CPI-DNN,0.8,800,Plain linear,0.0
1772,CPI-DNN,0.8,800,Plain linear,0.0
1773,CPI-DNN,0.8,800,Plain linear,0.0
1774,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1775,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1776,CPI-DNN,0.8,800,Plain linear,0.033333333333333
1777,CPI-DNN,0.8,800,Plain linear,0.0
