,Method,correlation,n_samples,prob_data,iteration,V1
670,CPI-DNN,0.5,300,regression_perm,70,0.6
671,CPI-DNN,0.5,300,regression_perm,71,0.4
672,CPI-DNN,0.5,300,regression_perm,72,0.6
673,CPI-DNN,0.5,300,regression_perm,73,0.6
674,CPI-DNN,0.5,300,regression_perm,74,0.4
675,CPI-DNN,0.5,300,regression_perm,75,0.4
676,CPI-DNN,0.5,300,regression_perm,76,0.6
677,CPI-DNN,0.5,300,regression_perm,77,0.6
678,CPI-DNN,0.5,300,regression_perm,78,0.8
679,CPI-DNN,0.5,300,regression_perm,79,0.6
680,CPI-DNN,0.5,300,regression_perm,80,0.6
681,CPI-DNN,0.5,300,regression_perm,81,0.4
682,CPI-DNN,0.5,300,regression_perm,82,0.6
683,CPI-DNN,0.5,300,regression_perm,83,0.4
684,CPI-DNN,0.5,300,regression_perm,84,0.4
685,CPI-DNN,0.5,300,regression_perm,85,0.6
686,CPI-DNN,0.5,300,regression_perm,86,0.4
687,CPI-DNN,0.5,300,regression_perm,87,0.6
688,CPI-DNN,0.5,300,regression_perm,88,0.6
689,CPI-DNN,0.5,300,regression_perm,89,0.4
690,CPI-DNN,0.5,300,regression_perm,90,0.8
691,CPI-DNN,0.5,300,regression_perm,91,0.4
692,CPI-DNN,0.5,300,regression_perm,92,0.6
693,CPI-DNN,0.5,300,regression_perm,93,0.6
694,CPI-DNN,0.5,300,regression_perm,94,0.4
695,CPI-DNN,0.5,300,regression_perm,95,0.6
696,CPI-DNN,0.5,300,regression_perm,96,0.6
697,CPI-DNN,0.5,300,regression_perm,97,0.4
698,CPI-DNN,0.5,300,regression_perm,98,0.6
699,CPI-DNN,0.5,300,regression_perm,99,0.6
700,CPI-DNN,0.5,300,regression_perm,100,0.6
701,CPI-DNN,0.8,300,regression_perm,1,0.6
702,CPI-DNN,0.8,300,regression_perm,2,0.6
703,CPI-DNN,0.8,300,regression_perm,3,0.4
704,CPI-DNN,0.8,300,regression_perm,4,0.6
705,CPI-DNN,0.8,300,regression_perm,5,0.6
706,CPI-DNN,0.8,300,regression_perm,6,0.6
707,CPI-DNN,0.8,300,regression_perm,7,0.6
708,CPI-DNN,0.8,300,regression_perm,8,0.6
709,CPI-DNN,0.8,300,regression_perm,9,0.4
710,CPI-DNN,0.8,300,regression_perm,10,0.6
711,CPI-DNN,0.8,300,regression_perm,11,0.6
712,CPI-DNN,0.8,300,regression_perm,12,0.8
713,CPI-DNN,0.8,300,regression_perm,13,0.4
714,CPI-DNN,0.8,300,regression_perm,14,0.6
715,CPI-DNN,0.8,300,regression_perm,15,0.6
716,CPI-DNN,0.8,300,regression_perm,16,0.4
717,CPI-DNN,0.8,300,regression_perm,17,0.6
718,CPI-DNN,0.8,300,regression_perm,18,0.6
719,CPI-DNN,0.8,300,regression_perm,19,0.6
720,CPI-DNN,0.8,300,regression_perm,20,0.6
721,CPI-DNN,0.8,300,regression_perm,21,0.6
722,CPI-DNN,0.8,300,regression_perm,22,0.6
723,CPI-DNN,0.8,300,regression_perm,23,0.2
724,CPI-DNN,0.8,300,regression_perm,24,0.4
725,CPI-DNN,0.8,300,regression_perm,25,0.6
726,CPI-DNN,0.8,300,regression_perm,26,0.6
727,CPI-DNN,0.8,300,regression_perm,27,0.6
728,CPI-DNN,0.8,300,regression_perm,28,0.6
729,CPI-DNN,0.8,300,regression_perm,29,0.2
730,CPI-DNN,0.8,300,regression_perm,30,0.6
731,CPI-DNN,0.8,300,regression_perm,31,0.6
732,CPI-DNN,0.8,300,regression_perm,32,0.4
733,CPI-DNN,0.8,300,regression_perm,33,0.6
734,CPI-DNN,0.8,300,regression_perm,34,0.6
735,CPI-DNN,0.8,300,regression_perm,35,0.6
736,CPI-DNN,0.8,300,regression_perm,36,0.6
737,CPI-DNN,0.8,300,regression_perm,37,0.6
738,CPI-DNN,0.8,300,regression_perm,38,0.6
739,CPI-DNN,0.8,300,regression_perm,39,0.6
740,CPI-DNN,0.8,300,regression_perm,40,0.2
741,CPI-DNN,0.8,300,regression_perm,41,0.6
742,CPI-DNN,0.8,300,regression_perm,42,0.4
743,CPI-DNN,0.8,300,regression_perm,43,0.6
744,CPI-DNN,0.8,300,regression_perm,44,0.4
745,CPI-DNN,0.8,300,regression_perm,45,0.4
746,CPI-DNN,0.8,300,regression_perm,46,0.6
747,CPI-DNN,0.8,300,regression_perm,47,0.6
748,CPI-DNN,0.8,300,regression_perm,48,0.6
749,CPI-DNN,0.8,300,regression_perm,49,0.6
750,CPI-DNN,0.8,300,regression_perm,50,0.6
751,CPI-DNN,0.8,300,regression_perm,51,0.4
752,CPI-DNN,0.8,300,regression_perm,52,0.4
753,CPI-DNN,0.8,300,regression_perm,53,0.8
754,CPI-DNN,0.8,300,regression_perm,54,0.6
755,CPI-DNN,0.8,300,regression_perm,55,0.4
756,CPI-DNN,0.8,300,regression_perm,56,0.6
757,CPI-DNN,0.8,300,regression_perm,57,0.4
758,CPI-DNN,0.8,300,regression_perm,58,0.6
759,CPI-DNN,0.8,300,regression_perm,59,0.6
760,CPI-DNN,0.8,300,regression_perm,60,0.6
761,CPI-DNN,0.8,300,regression_perm,61,0.6
762,CPI-DNN,0.8,300,regression_perm,62,0.6
763,CPI-DNN,0.8,300,regression_perm,63,0.6
764,CPI-DNN,0.8,300,regression_perm,64,0.4
765,CPI-DNN,0.8,300,regression_perm,65,0.6
766,CPI-DNN,0.8,300,regression_perm,66,0.6
767,CPI-DNN,0.8,300,regression_perm,67,0.6
768,CPI-DNN,0.8,300,regression_perm,68,0.6
769,CPI-DNN,0.8,300,regression_perm,69,0.6
770,CPI-DNN,0.8,300,regression_perm,70,0.6
771,CPI-DNN,0.8,300,regression_perm,71,0.4
772,CPI-DNN,0.8,300,regression_perm,72,0.6
773,CPI-DNN,0.8,300,regression_perm,73,0.4
774,CPI-DNN,0.8,300,regression_perm,74,0.4
775,CPI-DNN,0.8,300,regression_perm,75,0.6
776,CPI-DNN,0.8,300,regression_perm,76,0.6
777,CPI-DNN,0.8,300,regression_perm,77,0.8
778,CPI-DNN,0.8,300,regression_perm,78,0.8
779,CPI-DNN,0.8,300,regression_perm,79,0.4
780,CPI-DNN,0.8,300,regression_perm,80,0.6
781,CPI-DNN,0.8,300,regression_perm,81,0.4
782,CPI-DNN,0.8,300,regression_perm,82,0.6
783,CPI-DNN,0.8,300,regression_perm,83,0.6
784,CPI-DNN,0.8,300,regression_perm,84,0.4
785,CPI-DNN,0.8,300,regression_perm,85,0.6
786,CPI-DNN,0.8,300,regression_perm,86,0.4
787,CPI-DNN,0.8,300,regression_perm,87,0.6
788,CPI-DNN,0.8,300,regression_perm,88,0.6
789,CPI-DNN,0.8,300,regression_perm,89,0.6
790,CPI-DNN,0.8,300,regression_perm,90,0.6
791,CPI-DNN,0.8,300,regression_perm,91,0.4
792,CPI-DNN,0.8,300,regression_perm,92,0.6
793,CPI-DNN,0.8,300,regression_perm,93,0.6
794,CPI-DNN,0.8,300,regression_perm,94,0.4
795,CPI-DNN,0.8,300,regression_perm,95,0.8
796,CPI-DNN,0.8,300,regression_perm,96,0.4
797,CPI-DNN,0.8,300,regression_perm,97,0.6
798,CPI-DNN,0.8,300,regression_perm,98,0.6
799,CPI-DNN,0.8,300,regression_perm,99,0.6
800,CPI-DNN,0.8,300,regression_perm,100,0.6
