,Method,correlation,n_samples,prob_data,iteration,V1
234,Permfit-DNN,0.5,300,regression_perm,34,0.753684210526316
235,Permfit-DNN,0.5,300,regression_perm,35,0.753684210526316
236,Permfit-DNN,0.5,300,regression_perm,36,0.616842105263158
237,Permfit-DNN,0.5,300,regression_perm,37,0.785263157894738
238,Permfit-DNN,0.5,300,regression_perm,38,0.703157894736842
239,Permfit-DNN,0.5,300,regression_perm,39,0.671578947368421
240,Permfit-DNN,0.5,300,regression_perm,40,0.595789473684211
241,Permfit-DNN,0.5,300,regression_perm,41,0.766315789473685
242,Permfit-DNN,0.5,300,regression_perm,42,0.64
243,Permfit-DNN,0.5,300,regression_perm,43,0.688421052631579
244,Permfit-DNN,0.5,300,regression_perm,44,0.59578947368421
245,Permfit-DNN,0.5,300,regression_perm,45,0.72
246,Permfit-DNN,0.5,300,regression_perm,46,0.709473684210527
247,Permfit-DNN,0.5,300,regression_perm,47,0.76421052631579
248,Permfit-DNN,0.5,300,regression_perm,48,0.766315789473685
249,Permfit-DNN,0.5,300,regression_perm,49,0.694736842105263
250,Permfit-DNN,0.5,300,regression_perm,50,0.768421052631579
251,Permfit-DNN,0.5,300,regression_perm,51,0.772631578947369
252,Permfit-DNN,0.5,300,regression_perm,52,0.787368421052632
253,Permfit-DNN,0.5,300,regression_perm,53,0.713684210526316
254,Permfit-DNN,0.5,300,regression_perm,54,0.720000000000001
255,Permfit-DNN,0.5,300,regression_perm,55,0.762105263157895
256,Permfit-DNN,0.5,300,regression_perm,56,0.730526315789474
257,Permfit-DNN,0.5,300,regression_perm,57,0.774736842105263
258,Permfit-DNN,0.5,300,regression_perm,58,0.696842105263158
259,Permfit-DNN,0.5,300,regression_perm,59,0.867368421052632
260,Permfit-DNN,0.5,300,regression_perm,60,0.616842105263158
261,Permfit-DNN,0.5,300,regression_perm,61,0.633684210526316
262,Permfit-DNN,0.5,300,regression_perm,62,0.884210526315789
263,Permfit-DNN,0.5,300,regression_perm,63,0.656842105263158
264,Permfit-DNN,0.5,300,regression_perm,64,0.726315789473684
265,Permfit-DNN,0.5,300,regression_perm,65,0.72421052631579
266,Permfit-DNN,0.5,300,regression_perm,66,0.749473684210527
267,Permfit-DNN,0.5,300,regression_perm,67,0.791578947368422
268,Permfit-DNN,0.5,300,regression_perm,68,0.686315789473684
269,Permfit-DNN,0.5,300,regression_perm,69,0.753684210526316
270,Permfit-DNN,0.5,300,regression_perm,70,0.736842105263159
271,Permfit-DNN,0.5,300,regression_perm,71,0.734736842105263
272,Permfit-DNN,0.5,300,regression_perm,72,0.76
273,Permfit-DNN,0.5,300,regression_perm,73,0.766315789473685
274,Permfit-DNN,0.5,300,regression_perm,74,0.606315789473685
275,Permfit-DNN,0.5,300,regression_perm,75,0.694736842105263
276,Permfit-DNN,0.5,300,regression_perm,76,0.72842105263158
277,Permfit-DNN,0.5,300,regression_perm,77,0.901052631578947
278,Permfit-DNN,0.5,300,regression_perm,78,0.922105263157895
279,Permfit-DNN,0.5,300,regression_perm,79,0.730526315789475
280,Permfit-DNN,0.5,300,regression_perm,80,0.743157894736842
281,Permfit-DNN,0.5,300,regression_perm,81,0.532631578947368
282,Permfit-DNN,0.5,300,regression_perm,82,0.741052631578948
283,Permfit-DNN,0.5,300,regression_perm,83,0.886315789473684
284,Permfit-DNN,0.5,300,regression_perm,84,0.614736842105263
285,Permfit-DNN,0.5,300,regression_perm,85,0.738947368421053
286,Permfit-DNN,0.5,300,regression_perm,86,0.705263157894737
287,Permfit-DNN,0.5,300,regression_perm,87,0.802105263157895
288,Permfit-DNN,0.5,300,regression_perm,88,0.717894736842106
289,Permfit-DNN,0.5,300,regression_perm,89,0.800000000000001
290,Permfit-DNN,0.5,300,regression_perm,90,0.810526315789474
291,Permfit-DNN,0.5,300,regression_perm,91,0.673684210526316
292,Permfit-DNN,0.5,300,regression_perm,92,0.772631578947369
293,Permfit-DNN,0.5,300,regression_perm,93,0.892631578947368
294,Permfit-DNN,0.5,300,regression_perm,94,0.701052631578948
295,Permfit-DNN,0.5,300,regression_perm,95,0.80421052631579
296,Permfit-DNN,0.5,300,regression_perm,96,0.76421052631579
297,Permfit-DNN,0.5,300,regression_perm,97,0.80421052631579
298,Permfit-DNN,0.5,300,regression_perm,98,0.810526315789474
299,Permfit-DNN,0.5,300,regression_perm,99,0.669473684210526
300,Permfit-DNN,0.5,300,regression_perm,100,0.707368421052632
301,Permfit-DNN,0.8,300,regression_perm,1,0.785263157894738
302,Permfit-DNN,0.8,300,regression_perm,2,0.745263157894737
303,Permfit-DNN,0.8,300,regression_perm,3,0.781052631578947
304,Permfit-DNN,0.8,300,regression_perm,4,0.618947368421053
305,Permfit-DNN,0.8,300,regression_perm,5,0.783157894736843
306,Permfit-DNN,0.8,300,regression_perm,6,0.698947368421053
307,Permfit-DNN,0.8,300,regression_perm,7,0.698947368421053
308,Permfit-DNN,0.8,300,regression_perm,8,0.68842105263158
309,Permfit-DNN,0.8,300,regression_perm,9,0.688421052631579
310,Permfit-DNN,0.8,300,regression_perm,10,0.736842105263159
311,Permfit-DNN,0.8,300,regression_perm,11,0.692631578947368
312,Permfit-DNN,0.8,300,regression_perm,12,0.825263157894737
313,Permfit-DNN,0.8,300,regression_perm,13,0.618947368421053
314,Permfit-DNN,0.8,300,regression_perm,14,0.717894736842106
315,Permfit-DNN,0.8,300,regression_perm,15,0.709473684210527
316,Permfit-DNN,0.8,300,regression_perm,16,0.473684210526316
317,Permfit-DNN,0.8,300,regression_perm,17,0.785263157894737
318,Permfit-DNN,0.8,300,regression_perm,18,0.669473684210526
319,Permfit-DNN,0.8,300,regression_perm,19,0.749473684210526
320,Permfit-DNN,0.8,300,regression_perm,20,0.745263157894738
321,Permfit-DNN,0.8,300,regression_perm,21,0.68
322,Permfit-DNN,0.8,300,regression_perm,22,0.703157894736842
323,Permfit-DNN,0.8,300,regression_perm,23,0.608421052631579
324,Permfit-DNN,0.8,300,regression_perm,24,0.675789473684211
325,Permfit-DNN,0.8,300,regression_perm,25,0.80421052631579
326,Permfit-DNN,0.8,300,regression_perm,26,0.667368421052632
327,Permfit-DNN,0.8,300,regression_perm,27,0.707368421052632
328,Permfit-DNN,0.8,300,regression_perm,28,0.663157894736842
329,Permfit-DNN,0.8,300,regression_perm,29,0.68842105263158
330,Permfit-DNN,0.8,300,regression_perm,30,0.677894736842106
331,Permfit-DNN,0.8,300,regression_perm,31,0.701052631578948
332,Permfit-DNN,0.8,300,regression_perm,32,0.705263157894737
333,Permfit-DNN,0.8,300,regression_perm,33,0.757894736842106
334,Permfit-DNN,0.8,300,regression_perm,34,0.661052631578948
335,Permfit-DNN,0.8,300,regression_perm,35,0.692631578947369
336,Permfit-DNN,0.8,300,regression_perm,36,0.730526315789474
337,Permfit-DNN,0.8,300,regression_perm,37,0.755789473684211
338,Permfit-DNN,0.8,300,regression_perm,38,0.713684210526316
339,Permfit-DNN,0.8,300,regression_perm,39,0.652631578947369
340,Permfit-DNN,0.8,300,regression_perm,40,0.665263157894737
341,Permfit-DNN,0.8,300,regression_perm,41,0.831578947368421
342,Permfit-DNN,0.8,300,regression_perm,42,0.694736842105263
343,Permfit-DNN,0.8,300,regression_perm,43,0.722105263157895
344,Permfit-DNN,0.8,300,regression_perm,44,0.602105263157895
345,Permfit-DNN,0.8,300,regression_perm,45,0.812631578947368
346,Permfit-DNN,0.8,300,regression_perm,46,0.701052631578947
347,Permfit-DNN,0.8,300,regression_perm,47,0.736842105263159
348,Permfit-DNN,0.8,300,regression_perm,48,0.774736842105264
349,Permfit-DNN,0.8,300,regression_perm,49,0.726315789473685
350,Permfit-DNN,0.8,300,regression_perm,50,0.846315789473685
351,Permfit-DNN,0.8,300,regression_perm,51,0.722105263157895
352,Permfit-DNN,0.8,300,regression_perm,52,0.587368421052631
353,Permfit-DNN,0.8,300,regression_perm,53,0.778947368421053
354,Permfit-DNN,0.8,300,regression_perm,54,0.682105263157895
355,Permfit-DNN,0.8,300,regression_perm,55,0.751578947368421
356,Permfit-DNN,0.8,300,regression_perm,56,0.736842105263159
357,Permfit-DNN,0.8,300,regression_perm,57,0.736842105263158
358,Permfit-DNN,0.8,300,regression_perm,58,0.623157894736842
359,Permfit-DNN,0.8,300,regression_perm,59,0.858947368421053
360,Permfit-DNN,0.8,300,regression_perm,60,0.741052631578948
361,Permfit-DNN,0.8,300,regression_perm,61,0.633684210526316
362,Permfit-DNN,0.8,300,regression_perm,62,0.734736842105264
363,Permfit-DNN,0.8,300,regression_perm,63,0.68
364,Permfit-DNN,0.8,300,regression_perm,64,0.726315789473684
365,Permfit-DNN,0.8,300,regression_perm,65,0.667368421052632
366,Permfit-DNN,0.8,300,regression_perm,66,0.738947368421053
367,Permfit-DNN,0.8,300,regression_perm,67,0.818947368421053
368,Permfit-DNN,0.8,300,regression_perm,68,0.886315789473684
369,Permfit-DNN,0.8,300,regression_perm,69,0.696842105263158
370,Permfit-DNN,0.8,300,regression_perm,70,0.667368421052632
371,Permfit-DNN,0.8,300,regression_perm,71,0.749473684210527
372,Permfit-DNN,0.8,300,regression_perm,72,0.68
373,Permfit-DNN,0.8,300,regression_perm,73,0.684210526315789
374,Permfit-DNN,0.8,300,regression_perm,74,0.597894736842105
375,Permfit-DNN,0.8,300,regression_perm,75,0.795789473684211
376,Permfit-DNN,0.8,300,regression_perm,76,0.715789473684211
377,Permfit-DNN,0.8,300,regression_perm,77,0.84421052631579
378,Permfit-DNN,0.8,300,regression_perm,78,0.846315789473684
379,Permfit-DNN,0.8,300,regression_perm,79,0.64421052631579
380,Permfit-DNN,0.8,300,regression_perm,80,0.80421052631579
381,Permfit-DNN,0.8,300,regression_perm,81,0.602105263157895
382,Permfit-DNN,0.8,300,regression_perm,82,0.778947368421054
383,Permfit-DNN,0.8,300,regression_perm,83,0.795789473684211
384,Permfit-DNN,0.8,300,regression_perm,84,0.646315789473684
