method,score,elapsed,correlation,n_samples,prob_data,iteration,importance,p_value
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,5.789782261087411,7.387844060694781e-73
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,4.9246037266824025,5.306931255929069e-57
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,2.720003685297736,1.3397454989006715e-34
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.6250548679703279,4.2930702715511836e-11
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.5743074759236364,7.852594919621353e-10
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.9172719116019363,9.112245022058348e-15
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,6.380327094404838,3.756588361770278e-79
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.31047362801488687,0.00013316075418776308
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.5099874435661532,8.213475920571838e-09
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.44377150545031374,4.686975224919348e-08
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,6.187157525186383,5.387382404555577e-66
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.26969160850272467,2.0760397409947062e-06
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,3.4375406508426276,4.910240278873712e-53
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.11462445493713071,0.00020223065092017946
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.029047252518589684,0.2852599361456374
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.7356550661806124,3.3318710367312955e-10
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,5.593374525329736,2.6571820448149197e-67
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.40604272696477833,1.9923413787987715e-08
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,2.455576737065088,2.217922284037971e-35
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,6.026882619620671,1.9840677686179086e-67
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.07140791474132749,0.07853361291886259
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.046449044775599316,0.7942023753652074
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.0009517039452572611,0.5057993864098108
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.008785843317659775,0.618460977547304
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.004999012626485802,0.5760351853757397
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.0014203054317276375,0.5218983576144614
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.01795055131752276,0.7886527910148797
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.00526998729826786,0.38261020582662264
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.10455278860056638,0.014173057212023627
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.02207303952187742,0.25668134590123337
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.03790477837926601,0.9453369943775353
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.010352279752146589,0.7001121200599748
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.00907163465006669,0.42556070060440854
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.025581810241396365,0.07138646033276584
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.05779072451862217,0.9697701881142284
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.023695792707325157,0.6954762328910558
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.058414534293065215,0.00229231413016941
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.07596472880105831,0.08150454824514874
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.06881315769974386,0.019114622579067805
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.1133927338875765,0.0010240973943459295
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.016630233999771895,0.2536126262528998
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.009977768350720733,0.8288543389073273
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.13185003161126577,0.0062976202325588605
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.008883588225053798,0.7037250171242958
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.019339982528935692,0.289318742122871
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.036310354877356316,0.8545073032930401
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.019341681298848997,0.3637642209504046
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,-0.009867670189847657,0.6973079061320958
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.044540841273212096,0.1515458776772068
CPI-DNN,0.9212763211116255,778.1241555213928,0.8,1000,regression_combine,1,0.17708939738829593,0.0015260721440437134
CPI-DNN,0.9106754167703968,846.5460777282715,0.8,1000,regression_combine,2,0.47787660218959227,1.2279627584165517e-10
CPI-DNN,0.9106754167703968,846.5460777282715,0.8,1000,regression_combine,2,0.7962373021917982,5.800569522867642e-17
CPI-DNN,0.9106754167703968,846.5460777282715,0.8,1000,regression_combine,2,0.35948138922014744,1.2618632398003313e-06
CPI-DNN,0.9106754167703968,846.5460777282715,0.8,1000,regression_combine,2,4.623442579724738,3.870430755071054e-68
CPI-DNN,0.9106754167703968,846.5460777282715,0.8,1000,regression_combine,2,0.5333778698197779,1.9974636235997687e-10
CPI-DNN,0.9106754167703968,846.5460777282715,0.8,1000,regression_combine,2,2.8380467781611367,2.8606515503014004e-56
CPI-DNN,0.9106754167703968,846.5460777282715,0.8,1000,regression_combine,2,0.15977951557627484,4.8017149354322636e-05
CPI-DNN,0.9106754167703968,846.5460777282715,0.8,1000,regression_combine,2,2.442497122444149,3.133949879553075e-45
