method,score,elapsed,correlation,n_samples,prob_data,iteration,importance,p_value
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.8307337193482968,9.306367029019843e-21
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.6950950793965537,5.262348002945002e-14
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.35333286183440227,3.2823482335923774e-08
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.08704986656214098,0.003724215558176999
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.08562956428034721,0.0013878040067578949
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.11484045667099324,0.0007838344005596091
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.8261483797975645,2.0456373968244175e-15
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.015458209746718738,0.26693551285886874
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.01246611324308912,0.6863278947080804
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.05976031777480091,0.009699381626583717
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.8044251604897941,4.497348457998475e-16
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.036731284214968185,0.01754787760357067
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.4182903037617302,1.2371999691821407e-10
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.01450575301535807,0.08183941269812445
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.03538755535361002,0.9874128008253293
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.10724371159194053,0.0007306603972720306
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.7049256826552389,1.5379392260335236e-15
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.07182613007811023,0.0011810873284614544
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.2457762298181901,4.973841019499613e-06
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.7563887224081541,2.5979387373442643e-15
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.005955158482921295,0.6500831553034798
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.04534973253771483,0.9971386034127073
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.05162795571405243,0.9961771125581508
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.0009871355563727123,0.5474289904635447
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.0021316482324137487,0.6002732798649144
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.011403899277846161,0.9146429402008769
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.0014187232135400673,0.5801770531794647
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.0016995812092364115,0.6251306135322066
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.00568541395680613,0.6484176082516273
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.0026705260890488793,0.40396259451447336
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.009629062917880236,0.9121354579329626
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.0038497712409130396,0.256140865698107
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.0024559852046449953,0.43148168643035495
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.004103881038265068,0.786968767227914
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.016358494251790586,0.9657757734811857
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.04082645907249224,0.9988299892503492
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.0038782608434699685,0.2895981413924571
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.04006018003244035,0.994632106703712
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.003760567981868426,0.6501092715096912
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.02100377346615541,0.03091127124598558
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.012046403933717543,0.9373841475532795
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.0024098648183573292,0.7453050371159802
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.005136043356103307,0.6201701118249725
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.006169642990859145,0.8952222132449232
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.008626390580150143,0.7925385077140612
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.009660443009543154,0.8365902408488965
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.01683910023621159,0.8446854576480065
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,0.00032423884150104,0.4795413373899651
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.018039739817982205,0.8853400543798966
CPI-DNN,0.9212763211116255,771.7892751693726,0.8,1000,regression_combine,1,-0.009761377231487484,0.6890654460436382
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.04362969715557604,0.03564061316533182
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.14891061329917624,1.8649602030946274e-07
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.012438238405812721,0.2917629221484288
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.6411042381505527,4.4824610535793756e-17
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.08048715355630796,0.001639891359544096
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.38296048371874436,9.111815675003243e-15
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.030891748348189578,0.006707695445910126
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.30867141624125916,1.6349159927591475e-09
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.05613363603232064,0.005185870502068283
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.11653768731218847,4.6263076447430296e-05
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.0737241928008338,0.002343142791268276
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.07681810111769619,0.0023558351901898983
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.33131121880213416,1.7835781134688023e-12
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.03733146131552583,0.0013402576711347748
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.4039368779996097,4.655763981444409e-12
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.267200576218213,5.153250354113168e-08
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.5741577862943061,8.669643775323472e-19
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.017372398700619514,0.07936645414940718
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.8127912285488462,2.6088376517540354e-28
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.008445006001358333,0.11384671991950507
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,-0.0021102445588117055,0.614275290923014
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,-0.0012269219619350292,0.5744810246830594
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,-0.002750663484044277,0.777829528571133
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.0037826755352804494,0.37550446201543664
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,0.0017929447107093654,0.42769008545434406
CPI-DNN,0.9106754167703968,750.097806930542,0.8,1000,regression_combine,2,-0.015576629458571512,0.904729909096675
