method,score,elapsed,correlation,n_samples,prob_data,iteration,importance,p_value
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,3.9501890504211943,2.0018391021027754e-59
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,3.2987546869331044,7.904700875988189e-44
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,1.7964196488400281,5.016508480295737e-25
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.4292666720043678,1.6502094539804738e-08
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.39451146977871254,6.366267640947126e-08
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.5764724385326129,2.027389094953896e-10
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,4.191937327430245,5.7883983927403186e-55
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.1578712597990996,0.007323073670699769
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.23692853287713342,0.00014659105763746927
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.26861271800251785,1.4024519942621079e-05
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,3.9667747646618983,4.7413501846324894e-51
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.1815693902188134,1.7360641994526947e-05
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,2.109896706435121,7.879803031579854e-37
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.06955431711050268,0.0029804226162777206
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.023131976592210363,0.7236879793092889
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.5267364873053527,1.1964837112464476e-09
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,3.538249766065344,7.982038991637603e-51
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.2982777668195941,1.9293874191127674e-07
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,1.427153829841845,5.268915959917519e-23
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,3.9790726586216905,9.932395818111858e-54
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.0146106363394519,0.3506715805682734
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.06023754027242895,0.9259869057984609
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.07983338073461223,0.9390036346494064
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.002819950477037521,0.4493805179067675
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.0017227878136501964,0.4675576177592519
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.010022370487703979,0.6919664032941576
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.004345552078192083,0.6015613397837118
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.001097530154112146,0.46566365364456686
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.05573215976046823,0.0712251526862895
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.018613650676940624,0.24571236750340897
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.025256674099765366,0.9308870112347958
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.004149598728208531,0.3869975692686265
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.007878403111363015,0.4148780023023264
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.0007675312674570938,0.5236173139899071
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.03524709378437631,0.9350814499352768
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.05128204853293054,0.9321088600609551
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.033565158766638,0.0234316357747222
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.035490379749131745,0.8056779285153555
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.014544484144839645,0.2809401132360562
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.0917596295681448,0.0006614348642330627
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.000274869170462833,0.5056954231316825
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.00815332831731733,0.8170349150933831
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.05618860560594983,0.08897698850064756
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.011886161721764274,0.822610040197032
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.0040727339809172635,0.5631765407351795
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.022718936541529355,0.7969071478245785
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.005445343389057279,0.5517185024198645
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.004463012097287598,0.6090874073410242
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,-0.004082834904230051,0.5460690867198412
CPI-DNN,0.9212763211116255,873.7384641170502,0.8,1000,regression_combine,1,0.05375301647502269,0.12995940117954696
CPI-DNN,0.9106754167703968,836.3291182518005,0.8,1000,regression_combine,2,0.30328013252542724,2.0574595181277523e-07
CPI-DNN,0.9106754167703968,836.3291182518005,0.8,1000,regression_combine,2,0.5561159164458384,2.16357629951427e-14
CPI-DNN,0.9106754167703968,836.3291182518005,0.8,1000,regression_combine,2,0.16354131691086102,0.0017047508820875724
CPI-DNN,0.9106754167703968,836.3291182518005,0.8,1000,regression_combine,2,3.0872322145085263,7.056539379046209e-49
CPI-DNN,0.9106754167703968,836.3291182518005,0.8,1000,regression_combine,2,0.3824757027664385,3.809244150999704e-09
CPI-DNN,0.9106754167703968,836.3291182518005,0.8,1000,regression_combine,2,1.8716269816163271,2.868493058746361e-45
CPI-DNN,0.9106754167703968,836.3291182518005,0.8,1000,regression_combine,2,0.12167071324107612,8.610878527479717e-05
